target_a,target_b,docking_observed_residual_correlation,docking_descriptor_component_correlation,docking_descriptor_removed_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_centered_correlation
MAPK14,ROCK1,0.04128656411289886,-0.4660257494523444,0.12236472433408116,-0.1816924454529319,-0.1089156472501498,-0.0794626472053477,0.0486698837244933
MAPK14,SRC,0.0852869717876122,-0.3310808960405359,0.11482122221214996,-0.0021711629436482,-0.0750373357815919,-0.2072219222670291,-0.2732439194654332
MAPKAPK2,MET,-0.14115381989622977,-0.4110143832026504,-0.12514856496571086,0.049601155974005,0.0063579270103928,0.132583671171173,0.157193265802694
MAPKAPK2,PLK1,0.040256160076787784,-0.12763701812842565,0.04780306278099859,0.3726718588483996,0.1370422869077216,0.2682626631790705,0.8059232319105119
MAPKAPK2,ROCK1,0.03782515263034421,0.46743654847838845,-0.00902125941184076,0.3044240158389433,0.112640654101905,0.242075160364087,0.5433206894388922
MAPKAPK2,SRC,0.019213557510889757,0.08073515876534382,0.016110613316543388,-0.4813130741254508,-0.349187153371942,-0.6229703131880012,-0.5480246453471207
MET,PLK1,-0.2198307518565914,-0.6614200533523473,-0.1884216549417342,-0.0158339445530098,0.0067435166102271,-0.0353404069215325,0.0586920133946559
MET,ROCK1,-0.2935509169779483,-0.7407399839032193,-0.21648145192573018,-0.0961027276625115,-0.189516058869793,0.0485384170439941,-0.0066753696778305
MET,SRC,-0.328258990384786,-0.8641542079600848,-0.28220444143993073,-0.1157232594205684,-0.1161723273792884,-0.1053075994278803,-0.1155855312571183
PLK1,ROCK1,0.10218887777761147,0.6578262222085219,0.03388898815537853,0.307751278249479,0.0899263794618197,0.066098633239717,0.5373922688982024
PLK1,SRC,0.16758463763113626,0.8424555804239379,0.1267599362850452,-0.2378768014057578,-0.2353689398253647,-0.297184929440867,-0.4825580252021523
ROCK1,SRC,0.22620415037721814,0.7769051260025991,0.14903996717446974,-0.3645792621224028,-0.2030001123170703,-0.3868969920853187,-0.4634423124123283
