target_a,target_b,primary_replicated_positive,number_of_panels_in_top_10_percent,DAVIS_centered_pair_percentile,PKIS2_centered_pair_percentile,PKIS1_centered_pair_percentile,mean_experimental_centered_pair_percentile,raw_docking_pair_percentile,centered_docking_pair_percentile,receptor_domain_sequence_identity,klifs_pocket_identity,same_klifs_group,same_klifs_family,same_nonempty_klifs_subfamily
KIT,PLK1,False,0,0.1026315789473684,0.0763157894736842,0.1657894736842105,0.1149122807017543,0.4605263157894737,0.2763157894736842,0.2107023411371237,0.3764705882352941,False,False,False
KIT,ROCK1,False,0,0.0921052631578947,0.181578947368421,0.1710526315789473,0.1482456140350877,0.3342105263157894,0.0973684210526315,0.1723237597911227,0.36470588235294116,False,False,False
KIT,SRC,False,1,0.6342105263157894,0.7868421052631579,0.9289473684210526,0.7833333333333333,0.2921052631578947,0.0710526315789473,0.2929292929292929,0.4470588235294118,True,False,False
LCK,MAP2K1,False,0,0.6289473684210526,0.3868421052631579,0.0289473684210526,0.3482456140350876,0.8026315789473685,0.7026315789473684,0.1981132075471698,0.35294117647058826,False,False,False
LCK,MAPK1,False,0,0.0078947368421052,0.0131578947368421,0.0342105263157894,0.0184210526315789,0.5131578947368421,0.4289473684210526,0.2602739726027397,0.36470588235294116,False,False,False
LCK,MAPK14,False,0,0.5342105263157895,0.5026315789473684,0.5342105263157895,0.5236842105263158,0.7078947368421052,0.8552631578947368,0.2574257425742574,0.38823529411764707,False,False,False
LCK,MAPKAPK2,False,0,0.0026315789473684,0.1131578947368421,0.1131578947368421,0.0763157894736842,0.85,0.6131578947368421,0.1954397394136807,0.3176470588235294,False,False,False
LCK,MET,False,0,0.5236842105263158,0.481578947368421,0.6236842105263158,0.5429824561403509,0.1921052631578947,0.0236842105263157,0.3450704225352112,0.4,True,False,False
LCK,PLK1,False,0,0.1078947368421052,0.1394736842105263,0.2394736842105263,0.1622807017543859,0.9184210526315788,0.8447368421052631,0.2169117647058823,0.3058823529411765,False,False,False
LCK,ROCK1,False,0,0.0447368421052631,0.1447368421052631,0.2026315789473684,0.1307017543859649,0.9605263157894736,0.9184210526315788,0.2149253731343283,0.3764705882352941,False,False,False
LCK,SRC,True,3,0.9763157894736842,0.986842105263158,0.986842105263158,0.9833333333333334,0.9973684210526316,0.9973684210526316,0.5687022900763359,0.7058823529411765,True,True,False
MAP2K1,MAPK1,False,1,0.3394736842105263,0.8342105263157895,0.9921052631578948,0.7219298245614035,0.4236842105263158,0.2605263157894736,0.2331288343558282,0.35294117647058826,False,False,False
MAP2K1,MAPK14,False,0,0.2605263157894736,0.4289473684210526,0.618421052631579,0.4359649122807017,0.618421052631579,0.4921052631578947,0.2012012012012012,0.3176470588235294,False,False,False
MAP2K1,MAPKAPK2,False,1,0.5815789473684211,0.6973684210526315,0.95,0.7429824561403509,0.8710526315789474,0.6552631578947369,0.2201834862385321,0.3764705882352941,False,False,False
MAP2K1,MET,False,0,0.6815789473684211,0.4342105263157895,0.6868421052631579,0.6008771929824561,0.3552631578947368,0.3657894736842105,0.1993865030674846,0.24705882352941178,False,False,False
MAP2K1,PLK1,False,0,0.4921052631578947,0.8026315789473685,0.7342105263157894,0.6763157894736841,0.7710526315789473,0.6710526315789473,0.1957186544342507,0.27058823529411763,False,False,False
MAP2K1,ROCK1,False,1,0.6973684210526315,0.5763157894736842,0.9447368421052632,0.7394736842105263,0.9763157894736842,0.9605263157894736,0.2391304347826087,0.35294117647058826,False,False,False
MAP2K1,SRC,False,0,0.5973684210526315,0.4657894736842105,0.081578947368421,0.381578947368421,0.8394736842105263,0.8236842105263158,0.2288401253918495,0.36470588235294116,False,False,False
MAPK1,MAPK14,False,0,0.8552631578947368,0.6078947368421053,0.7289473684210527,0.730701754385965,0.2763157894736842,0.2289473684210526,0.4444444444444444,0.5882352941176471,True,True,False
MAPK1,MAPKAPK2,True,3,0.986842105263158,0.9763157894736842,0.9657894736842104,0.9763157894736842,0.7868421052631579,0.7342105263157894,0.2108843537414966,0.36470588235294116,False,False,False
MAPK1,MET,False,0,0.6868421052631579,0.6026315789473684,0.6131578947368421,0.6342105263157894,0.3184210526315789,0.45,0.2325581395348837,0.35294117647058826,False,False,False
MAPK1,PLK1,False,1,0.913157894736842,0.881578947368421,0.7552631578947369,0.85,0.781578947368421,0.7921052631578948,0.2411347517730496,0.35294117647058826,False,False,False
MAPK1,ROCK1,False,1,0.7973684210526316,0.7131578947368421,0.9184210526315788,0.8096491228070176,0.5552631578947368,0.4236842105263158,0.2254335260115607,0.35294117647058826,False,False,False
MAPK1,SRC,False,0,0.0868421052631579,0.1605263157894736,0.0657894736842105,0.1043859649122807,0.5921052631578947,0.5131578947368421,0.2310469314079422,0.3764705882352941,False,False,False
MAPK14,MAPKAPK2,False,0,0.8394736842105263,0.7342105263157894,0.8447368421052631,0.8061403508771928,0.6342105263157894,0.4657894736842105,0.2083333333333333,0.3411764705882353,False,False,False
MAPK14,MET,False,0,0.4657894736842105,0.4394736842105263,0.4921052631578947,0.4657894736842105,0.2236842105263158,0.2552631578947368,0.2329192546583851,0.36470588235294116,False,False,False
MAPK14,PLK1,False,0,0.5868421052631579,0.4447368421052631,0.4710526315789474,0.5008771929824561,0.5710526315789474,0.4026315789473684,0.2460567823343848,0.3176470588235294,False,False,False
MAPK14,ROCK1,False,0,0.3342105263157894,0.4078947368421052,0.4289473684210526,0.3903508771929824,0.6868421052631579,0.6815789473684211,0.2336182336182336,0.35294117647058826,False,False,False
MAPK14,SRC,False,0,0.5921052631578947,0.4710526315789474,0.3026315789473684,0.4552631578947368,0.6763157894736842,0.75,0.2431506849315068,0.36470588235294116,False,False,False
MAPKAPK2,MET,False,0,0.6763157894736842,0.6131578947368421,0.7447368421052631,0.6780701754385965,0.4342105263157895,0.3026315789473684,0.1826625386996904,0.3176470588235294,False,False,False
MAPKAPK2,PLK1,False,0,0.8868421052631579,0.8184210526315789,0.8552631578947368,0.8535087719298246,0.9289473684210526,0.6763157894736842,0.2241992882562277,0.32941176470588235,False,False,False
MAPKAPK2,ROCK1,False,0,0.8447368421052631,0.7921052631578948,0.8289473684210527,0.8219298245614035,0.9026315789473685,0.6657894736842105,0.2244897959183673,0.3764705882352941,False,False,False
MAPKAPK2,SRC,False,0,0.05,0.0921052631578947,0.0026315789473684,0.0482456140350877,0.8342105263157895,0.6289473684210526,0.2021660649819494,0.3176470588235294,False,False,False
MET,PLK1,False,0,0.5710526315789474,0.618421052631579,0.4868421052631579,0.5587719298245615,0.3236842105263158,0.2026315789473684,0.2130584192439862,0.3058823529411765,False,False,False
MET,ROCK1,False,0,0.4710526315789474,0.281578947368421,0.6078947368421053,0.4535087719298246,0.2657894736842105,0.1078947368421052,0.2056338028169014,0.43529411764705883,False,False,False
MET,SRC,False,0,0.4289473684210526,0.3921052631578947,0.3921052631578947,0.4043859649122807,0.2289473684210526,0.0552631578947368,0.3115942028985507,0.4117647058823529,True,False,False
PLK1,ROCK1,False,0,0.85,0.7605263157894737,0.6342105263157894,0.7482456140350878,0.8921052631578947,0.7710526315789473,0.2125748502994012,0.2823529411764706,False,False,False
PLK1,SRC,False,0,0.2763157894736842,0.2236842105263158,0.2289473684210526,0.2429824561403508,0.9394736842105263,0.8657894736842106,0.25,0.3176470588235294,False,False,False
ROCK1,SRC,False,0,0.181578947368421,0.25,0.15,0.193859649122807,0.9657894736842104,0.9342105263157896,0.2123893805309734,0.3764705882352941,False,False,False
