panel,standard_inchikey,panel_rows,dockstring_rows,dockstring_source_row_indices,molecular_weight,clogp,tpsa,murcko_scaffold_cluster,butina_cluster
PKIS2,MDEAKINSCUXXNF-UHFFFAOYSA-N,1,1,30551,468.6010000000003,5.439420000000005,74.33,O=C(NCC1CC1)c1ccc(-c2cccc(NC(=O)c3ccnc(N4CCCCC4)c3)c2)cc1,10
PKIS2,MKVMEJKNLUWFSQ-UHFFFAOYSA-N,1,1,22731,532.5200000000003,6.452500000000007,95.07000000000001,c1ccc(-c2cnc3ncncc3c2)cc1,62
PKIS2,MNHRKQKSNCFFOW-UHFFFAOYSA-N,1,1,95182,367.4280000000001,3.469400000000002,64.86,c1ccc(-c2ncn(C3CCNCC3)c2-c2ccncn2)cc1,12
PKIS2,MUJSVAMMIKEZPF-UHFFFAOYSA-N,1,1,95017,387.336,5.143500000000003,39.42,c1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,61
PKIS2,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,1,1,50,527.6690000000004,5.986420000000006,80.65,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1,60
PKIS2,MZTUKIVBKFNLSN-UHFFFAOYSA-N,1,1,37203,493.52700000000027,4.616520000000003,115.44000000000001,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1)c1ccn(-c2ccccc2)n1,59
PKIS2,NDRPTJVBXDZQSJ-UHFFFAOYSA-N,1,1,90601,380.47100000000006,3.7737000000000025,72.86,c1ccc(-c2ncn(C3CCNCC3)c2-c2ccncn2)cc1,3
PKIS2,NFLNGTZCZDPIPL-UHFFFAOYSA-N,1,1,90388,363.24000000000007,3.7974000000000006,70.67,O=C(Nc1n[nH]c2nc(-c3cccs3)ccc12)C1CC1,14
PKIS2,NHJSWORVNIOXIT-UHFFFAOYSA-N,1,1,33025,396.4510000000002,3.2112000000000016,124.28000000000002,c1ccc(-c2cnc3ncncc3c2)cc1,58
PKIS2,NPHKXSDZIKFIRU-UHFFFAOYSA-N,1,1,691,287.3260000000001,3.2691000000000017,80.48,c1ccc(-c2nnc3[nH]ncc3c2-c2ccccc2)cc1,57
PKIS2,NPRGDRYIMFLLIG-HNNXBMFYSA-N,1,1,19550,447.49900000000025,2.2845999999999997,151.13,c1ccc(CCOc2cc3[nH]c(-c4cnon4)nc3cn2)cc1,56
PKIS2,NPRGGISRWJDWPO-UHFFFAOYSA-N,1,1,91962,372.42500000000007,2.9768000000000017,67.23,O=S1(=O)Nc2ccc(CNc3ccccc3)cc2-c2[nH]ncc21,17
PKIS2,NWZJBVCVSXFQRM-UHFFFAOYSA-N,1,1,99498,376.5000000000002,4.4742200000000025,58.2,O=C(NCC1CC1)c1ccc(-c2cccc(C(=O)NC3CCCC3)c2)cc1,16
PKIS2,OCINIHGZWSHFSH-UHFFFAOYSA-N,1,1,98738,461.83100000000013,6.076800000000002,81.07000000000001,O=C(Nc1ccccc1)Nc1ccc(Oc2ncnc3cc[nH]c23)cc1,1
PKIS2,OGNYUTNQZVRGMN-UHFFFAOYSA-N,1,1,8495,513.5980000000004,4.735400000000003,97.84,O=C(Nc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1)c1ccccc1,55
PKIS2,OHVZOXZMVPDEDV-UHFFFAOYSA-N,1,1,100802,450.92600000000016,6.801500000000003,62.83,c1ccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2)cc1,54
PKIS2,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,1,1,745,485.94700000000034,4.391500000000003,88.61000000000001,c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1,53
PKIS2,OSVNSMJGPXYEBY-UHFFFAOYSA-N,1,1,96789,379.2680000000001,4.544000000000002,61.96,O=C(c1ccccc1)c1c[nH]c(C(=O)NCc2cccs2)c1,52
PKIS2,OVNJVYZXVSMONK-CQSZACIVSA-N,1,1,24601,477.9770000000001,5.379800000000004,87.96000000000001,c1ccc(COc2csc(-n3cnc4cc(-c5cn[nH]c5)ccc43)c2)cc1,5
PKIS2,PDMUGYOXRHVNMO-UHFFFAOYSA-N,1,1,12462,372.3920000000001,1.6735999999999993,107.43,c1cnc2ccc(Cn3nnc4ncc(-c5cn[nH]c5)nc43)cc2c1,51
PKIS2,PTFWTMLTKFRZKM-UHFFFAOYSA-N,1,1,46906,379.4410000000001,3.773500000000002,79.37,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,2
PKIS2,PXRULJZQXIUNTM-UHFFFAOYSA-N,1,1,41853,354.391,1.9810999999999994,109.14999999999998,O=S1(=O)Nc2ccc(-c3ccccc3)cc2-c2[nH]ncc21,15
PKIS2,QBUKWINFURUTNN-UHFFFAOYSA-N,1,1,44265,367.40500000000003,3.9040000000000017,70.14000000000001,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,50
PKIS2,QEIJYXMTALGXJH-GDLZYMKVSA-N,1,1,45377,553.6830000000003,3.896500000000003,102.92999999999998,O=C1CCN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCNCC4)cc3)ncc2N1,0
PKIS2,QEIJYXMTALGXJH-LJAQVGFWSA-N,1,1,45374,553.6830000000003,3.896500000000003,102.92999999999998,O=C1CCN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCNCC4)cc3)ncc2N1,0
PKIS2,QLCDVXBLLOIZEO-UTKZUKDTSA-N,1,1,41164,472.55300000000017,3.2663,134.07999999999998,O=C(Nc1ccccc1)C1CN(c2cc(-c3ccc4cn[nH]c4c3)ncn2)CCO1,49
PKIS2,QUKIIQWKXMTFAE-UHFFFAOYSA-N,1,1,45551,280.396,4.742920000000003,25.78,c1ccc(-c2ncsc2-c2ccncc2)cc1,48
PKIS2,QVWIVWPIJUYRRF-UHFFFAOYSA-N,1,1,24283,226.24299999999997,1.1843,106.5,c1cc(-c2ccc3cn[nH]c3c2)ncn1,47
PKIS2,RGYLSTMWQZFYAE-UHFFFAOYSA-N,1,1,46697,397.8870000000001,4.726720000000003,70.14,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,46
PKIS2,RITAVMQDGBJQJZ-FMIVXFBMSA-N,1,2,7323;14364,386.4800000000001,4.6391000000000036,70.67,C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1,45
PKIS2,RLXHHNOPSKGTDC-UHFFFAOYSA-N,1,1,42106,398.4440000000001,1.6042999999999996,115.38999999999999,O=S1(=O)Nc2ccc(-c3ccccc3)cc2-c2[nH]ncc21,15
PKIS2,RNXPIGAWEIQILT-UHFFFAOYSA-N,1,1,39156,403.46000000000015,2.7609000000000004,97.83,c1ccc2c(c1)ncn2-c1cc(OCC2CCCO2)cs1,11
PKIS2,ROZXJVHSZADRDQ-UHFFFAOYSA-N,1,1,40990,394.8220000000001,4.453000000000002,93.96000000000001,O=C(Nc1ccncc1)Nc1ccc(Oc2ncnc3cc[nH]c23)cc1,1
PKIS2,RPSIDICSSBFGPU-UHFFFAOYSA-N,1,1,25831,357.21100000000007,3.735900000000001,70.67,O=C(Nc1n[nH]c2nc(-c3ccccc3)ccc12)C1CC1,14
PKIS2,RTDGHNXXZKSIDE-OAHLLOKOSA-N,1,1,22896,474.97300000000007,6.041300000000004,83.03,c1ccc(COc2csc(-n3cnc4cc(-c5ccncc5)ccc43)c2)cc1,5
PKIS2,SAYGKHKXGCPTLX-UHFFFAOYSA-N,1,1,234,279.296,2.1437,98.21000000000001,c1ccc(-c2cccs2)cc1,44
PKIS2,SIXVRXARNAVBTC-UHFFFAOYSA-N,1,1,20739,451.45200000000006,4.368100000000003,77.04,O=C(Cc1ccccc1)N1CCc2cc(-c3c[nH]c4ncncc34)ccc21,43
PKIS2,SJMSBWUNRHAZIS-UHFFFAOYSA-N,1,1,41578,394.8220000000001,4.453000000000002,93.96000000000001,O=C(Nc1ccc(Oc2ncnc3cc[nH]c23)cc1)Nc1cccnc1,1
PKIS2,SLIYJTVHXLYNJL-UHFFFAOYSA-N,1,1,41319,347.374,4.156200000000002,83.4,c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1,42
PKIS2,SPESUKLLJMFRNX-UHFFFAOYSA-N,1,1,61208,344.374,4.012900000000003,69.03999999999999,O=C(Nc1ccccc1)c1cccc(Oc2ncnc3cc[nH]c23)c1,8
PKIS2,SUDAHWBOROXANE-SECBINFHSA-N,1,1,16822,482.196,2.4667000000000003,90.82,c1ccc(Nc2ccccc2)cc1,41
PKIS2,TWOLOZGQZKJZKJ-UHFFFAOYSA-N,1,1,24193,445.3760000000001,5.562500000000002,81.07000000000001,O=C(Nc1ccccc1)Nc1ccc(Oc2ncnc3cc[nH]c23)cc1,40
PKIS2,TXXYVBLFLGPQOR-GDBMZVCRSA-N,1,1,62663,442.5270000000001,3.427900000000001,138.84,O=C(Nc1ccccc1)C1CCCN(c2cc(-c3ccc4cn[nH]c4c3)ncn2)C1,4
PKIS2,TXXYVBLFLGPQOR-GOEBONIOSA-N,1,1,62685,442.5270000000001,3.427900000000001,138.84,O=C(Nc1ccccc1)C1CCCN(c2cc(-c3ccc4cn[nH]c4c3)ncn2)C1,4
PKIS2,UHBZCEYZFPBQEU-UHFFFAOYSA-N,1,1,58881,399.45000000000016,5.281340000000004,77.25,O=C(Nc1ccccc1)c1ccc(-c2cccc(-c3nnco3)c2)cc1,13
PKIS2,UJLAWZDWDVHWOW-YPMHNXCESA-N,1,1,21187,312.377,1.5447799999999996,88.91000000000001,c1nc(NC2CCCNC2)c2cc[nH]c2n1,39
PKIS2,UJPJYIXFJSSTRL-UHFFFAOYSA-N,1,1,57943,397.4540000000002,2.8771000000000013,65.30000000000001,c1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncn2)cc1,38
PKIS2,VBJULRMRDQBSIN-UHFFFAOYSA-N,1,1,66317,268.324,2.3076999999999996,106.5,c1cc(-c2ccc3cn[nH]c3c2)ncn1,6
PKIS2,VBVQRWCLJVUBMP-UHFFFAOYSA-N,1,1,66136,378.457,3.4833000000000016,74.00999999999999,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3cn[nH]c3)cc12,37
PKIS2,VFCFJSWYTMMESK-UHFFFAOYSA-N,1,1,66530,307.303,4.341500000000003,30.19,c1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,36
PKIS2,VNDDOAWIHYNTOI-UHFFFAOYSA-N,1,1,67364,462.57800000000026,5.7393000000000045,72.11,O=C(Cc1ccccc1)N1CCc2cc(-c3csc4c(-c5cccnc5)cncc34)ccc21,35
PKIS2,VQYHPUHKYSSEOB-ZDUSSCGKSA-N,1,1,66912,355.40500000000003,3.224800000000002,73.79,c1cnc2ccc(Cc3nnc4ccc(-c5cn[nH]c5)nn34)cc2c1,34
PKIS2,VRFCECOEWLDCBE-UHFFFAOYSA-N,1,1,38428,440.8910000000002,5.343500000000003,107.10000000000001,O=C(Nc1ccc(Oc2ncnc3cc[nH]c23)cc1)Nc1ccon1,1
PKIS2,VYPFXAQENHJVIR-UHFFFAOYSA-N,1,1,63620,462.5310000000001,4.6442400000000035,114.19,O=C(Nc1ccccc1)c1ccc(-c2cccc(-c3nnco3)c2)cc1,13
PKIS2,WHARNYOKNQYQGR-UHFFFAOYSA-N,1,1,65004,491.57000000000016,6.530000000000006,64.86,c1ccc(-c2ccc(Oc3nccc(-c4c(-c5ccccc5)ncn4C4CCNCC4)n3)cc2)cc1,12
PKIS2,WLALQQYUBWGRLL-UHFFFAOYSA-N,1,1,65172,415.51500000000016,4.162200000000003,88.60000000000001,c1ccc2c(c1)ncn2-c1cc(OCC2CCCCC2)cs1,11
PKIS2,WNZMTWAJENZPDM-UHFFFAOYSA-N,1,1,64165,410.4530000000001,3.5218000000000016,99.16,c1ccc(-c2ncn(C3CCNCC3)c2-c2ccncn2)cc1,3
PKIS2,WOZKSDHVBUBBLG-UHFFFAOYSA-N,1,1,64712,406.5320000000001,5.251020000000005,59.92,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)s2)cc1,33
PKIS2,WQQPBXGJFFKXKX-UHFFFAOYSA-N,1,1,64488,527.6200000000003,3.7133200000000013,93.7,O=C1CCN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCNCC4)cc3)ncc2N1,0
PKIS2,WXOGYBWIHWKUMA-UHFFFAOYSA-N,1,1,33463,537.5510000000004,5.325820000000004,106.73000000000002,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)cc1)c1cccn(-c2ccccc2)c1=O,32
PKIS2,WYSOLHCQRQBXQP-UHFFFAOYSA-N,1,1,50290,561.6090000000002,3.5526000000000018,102.92999999999999,O=C1CCN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCNCC4)cc3)ncc2N1,0
PKIS2,XCAXPNXUNVKBEX-UHFFFAOYSA-N,1,1,50343,518.0020000000003,5.557600000000003,132.69,O=C(Nc1cccc(Nc2ncc3ncsc3n2)c1)c1cccc(C2CC2)c1,31
PKIS2,XDLYKKIQACFMJG-WKILWMFISA-N,1,1,52235,425.4890000000003,2.2453200000000004,125.38,O=c1c(-c2cccnc2)cc2cncnc2n1C1CCCCC1,30
PKIS2,XGMKXFYSDRBOQV-UHFFFAOYSA-N,1,1,52571,428.5150000000001,4.5655000000000046,72.86,c1ccc(CN2CCC(n3cnc(-c4ccccc4)c3-c3ccncn3)CC2)cc1,3
PKIS2,XNOBOZRCPWKBSS-UHFFFAOYSA-N,1,1,48325,410.4550000000002,3.177100000000001,101.49,c1ccc2c(c1)ncn2-c1cc(OCc2ccncc2)cs1,2
PKIS2,XWODEDHTMYVLNJ-SNVBAGLBSA-N,1,1,48021,323.40400000000005,2.5630999999999995,109.74000000000001,c1nc(-c2ccc3cn[nH]c3c2)cc(N2CCCCC2)n1,9
PKIS2,XYASHXPUZJDWIO-UHFFFAOYSA-N,1,1,18684,507.42200000000037,4.3221000000000025,108.48,O=C(NCCCN1CCOC1=O)c1cnc(NCc2ccccc2)nc1NC1CCCC1,29
PKIS2,XYKNCRFMAKMJKI-UHFFFAOYSA-N,1,1,49562,419.8470000000001,5.3926000000000025,64.34,c1ccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2)cc1,28
PKIS2,YDRWIFAFQIMEOP-UHFFFAOYSA-N,1,1,48912,348.4020000000001,3.492720000000002,71.19,O=C(c1ccccc1)c1c[nH]c(C(=O)NCc2ccccc2)c1,27
PKIS2,YJFKREHADGLMHG-UHFFFAOYSA-N,1,1,56041,575.548,5.437400000000004,142.33999999999997,O=C(Nc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,26
PKIS2,YOELZIQOLWZLQC-UHFFFAOYSA-N,1,1,89,297.358,3.856900000000002,30.71,c1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,25
PKIS2,YVFNRXBPVWUZRV-UHFFFAOYSA-N,1,1,57360,309.3770000000001,2.1746,109.74,c1nc(-c2ccc3cn[nH]c3c2)cc(N2CCCCC2)n1,9
PKIS2,YVNIOYKTDJGJGM-UHFFFAOYSA-N,1,1,57143,295.3500000000001,1.7844999999999998,109.74,c1nc(-c2ccc3cn[nH]c3c2)cc(N2CCCC2)n1,9
PKIS2,YXAQBFXRVSBMEL-UHFFFAOYSA-N,1,1,57572,356.38900000000007,4.380500000000002,80.64999999999999,c1ccc2[nH]c(Nc3ccc(Oc4ncnc5cc[nH]c45)cc3)nc2c1,24
PKIS2,YYZTVTZCYVZGRB-UHFFFAOYSA-N,1,1,57544,487.55900000000025,3.185600000000001,122.74,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,2
PKIS2,ZNCKHZJGGNFHHC-UHFFFAOYSA-N,1,1,52708,398.34400000000005,4.7927000000000035,68.52,O=C(Nc1ccccc1)c1cccc(Oc2ccc3nccn3n2)c1,7
PKIS2,ZOLVPLVVVCAWCK-UHFFFAOYSA-N,1,1,53169,420.4140000000001,3.9276000000000026,72.86,c1ccc(-c2ncn(C3CCNCC3)c2-c2ccncn2)cc1,3
PKIS2,ZOTNSCLLJKXGSD-UHFFFAOYSA-N,1,1,13843,454.4600000000001,3.7005000000000017,74.48,c1cnn2ncc(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)c2c1,23
PKIS2,ZRDJTQFOUXSKBC-UHFFFAOYSA-N,1,1,54574,437.5210000000002,4.214700000000002,88.60000000000001,c1ccc(CCCOc2csc(-n3cnc4ccccc43)c2)cc1,2
PKIS2,ZTWJDVNPCLUQPU-UHFFFAOYSA-N,1,1,54886,449.9410000000002,4.497000000000003,88.60000000000001,c1csc(COc2csc(-n3cnc4ccccc43)c2)c1,2
PKIS2,ZZAALKZEEDABCI-UHFFFAOYSA-N,1,1,54209,483.6160000000003,4.200920000000003,77.57,O=C(NCC1CC1)c1ccc(-c2cccc(NC(=O)c3ccnc(N4CCNCC4)c3)c2)cc1,10
