dataset,transformation,target_a,target_b,low_mw_quintile_correlation,high_mw_quintile_correlation,high_minus_low_correlation,sign_flip,top_positive_10pct_in_low_mw,top_positive_10pct_in_high_mw
DOCKSTRING-58,row_centered_residual,DHFR,ROCK1,0.31536582519872364,0.17936695467905978,-0.13599887051966386,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,AKT1,0.2296685928451582,0.14041742105443794,-0.08925117179072026,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,AR,-0.025423312262887635,-0.06945872105165155,-0.04403540878876391,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,CDK2,0.2938972116022874,-0.05044789659635845,-0.34434510819864583,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,CSF1R,0.2582614842695625,0.10228680793502172,-0.15597467633454082,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,ESR1,0.3898510908677766,-0.05850526187356041,-0.448356352741337,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,NR3C1,-0.12887041045955275,-0.06015961330781303,0.06871079715173972,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,IGF1R,0.1130969539072943,0.05937023183756375,-0.053726722069730545,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,JAK2,0.2072889336057905,-0.016509943866104528,-0.22379887747189503,True,False,False
DOCKSTRING-58,row_centered_residual,DHFR,LCK,0.12959089118959877,0.1600429629185438,0.03045207172894504,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,MET,-0.3040125929155093,-0.22378497022402993,0.08022762269147937,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,MMP13,-0.5320518290582111,-0.27488857334134315,0.257163255716868,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,PTGS2,0.29578995972064664,-0.11855689046321621,-0.41434685018386286,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,PPARA,-0.0021385418553287946,-0.2836696698804786,-0.2815311280251498,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,PPARG,-0.2163225396742319,-0.07003537869247535,0.14628716098175654,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,REN,0.35268118519685476,0.16305871107881267,-0.1896224741180421,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,ADORA2A,0.4407207572922932,0.060702605896668926,-0.3800181513956243,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,ACHE,0.47722662374430264,-0.05133900336146341,-0.528565627105766,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,BACE1,0.012965449262047533,0.11100967541926447,0.09804422615721695,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,CA2,-0.14036548878260074,0.014386636543402076,0.15475212532600283,True,False,False
DOCKSTRING-58,row_centered_residual,DHFR,CYP2C9,0.27283800582983475,0.015639392069737263,-0.2571986137600975,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,CYP3A4,0.4163409443619006,0.2584965147093884,-0.15784442965251222,False,True,True
DOCKSTRING-58,row_centered_residual,DHFR,HSD11B1,0.32970044871068327,-0.0772220175235455,-0.4069224662342288,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,DPP4,-0.19011511272944806,0.0913732914967625,0.2814884042262106,True,False,False
DOCKSTRING-58,row_centered_residual,DHFR,DRD2,-0.3515829229538516,-0.14555501952182603,0.20602790343202554,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,DRD3,-0.16528705926885243,-0.09465921630781421,0.07062784296103822,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,EGFR,-0.22806583924156298,-0.16624975129828626,0.061816087943276726,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,F10,-0.14744651433593606,0.1292009230218949,0.2766474373578309,True,False,False
DOCKSTRING-58,row_centered_residual,DHFR,GBA,0.06272400441066671,0.26392715556281515,0.20120315115214843,False,False,True
DOCKSTRING-58,row_centered_residual,DHFR,MAPK1,0.30092950528150253,-0.18870054150455629,-0.4896300467860588,True,True,False
DOCKSTRING-58,row_centered_residual,DHFR,MAPK14,0.011819561145174025,0.1596291824746994,0.14780962132952538,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,PLK1,0.15121898012911883,0.08621526453963878,-0.06500371558948005,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,SRC,0.2498327548625024,0.13832468238259707,-0.11150807247990532,False,True,False
DOCKSTRING-58,row_centered_residual,DHFR,THRB,-0.2159428986826923,-0.11383074568512169,0.10211215299757062,False,False,False
DOCKSTRING-58,row_centered_residual,DHFR,F2,-0.019991382131206624,0.17397368076196118,0.1939650628931678,True,False,False
DOCKSTRING-58,row_centered_residual,DHFR,KDR,-0.49075851630577827,-0.2913332267824877,0.19942528952329058,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PTK2,0.26030798873073924,0.0012945020964470852,-0.25901348663429213,False,True,False
DOCKSTRING-58,row_centered_residual,ESR2,FGFR1,-0.3192099504202921,0.05573441747774612,0.3749443678980382,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,HMGCR,0.22713466157681692,-0.12215757274325215,-0.34929223432006906,True,True,False
DOCKSTRING-58,row_centered_residual,ESR2,HSP90AA1,-0.22467900916773825,-0.08584904413379899,0.13882996503393927,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,KIT,-0.37706720263383653,0.029898596204623568,0.40696579883846007,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MAPKAPK2,0.16764909211632023,-0.016252112350500617,-0.18390120446682084,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MAP2K1,-0.07783621290364365,-0.09938371985133554,-0.02154750694769189,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,NOS1,-0.14356451839460016,-0.15354874673437882,-0.009984228339778661,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PARP1,-0.05539555312354846,-0.28773647511527745,-0.23234092199172898,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PDE5A,-0.24172566806599619,-0.14655108251587518,0.09517458555012101,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PGR,0.2606896651146006,0.034183033474444534,-0.22650663164015608,False,True,False
DOCKSTRING-58,row_centered_residual,ESR2,PTPN1,-0.05211914205999177,-0.026408886375216864,0.025710255684774905,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,ROCK1,0.20626496768658087,-0.1483533373971257,-0.35461830508370656,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,AKT1,0.12859156798924096,-0.14614471739341192,-0.2747362853826529,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,AR,0.2320443432212324,0.03509738261770126,-0.19694696060353115,False,True,False
DOCKSTRING-58,row_centered_residual,ESR2,CDK2,0.16119144624986717,-0.04236655202798493,-0.2035579982778521,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,CSF1R,0.0401422326036822,-0.15229482176166442,-0.19243705436534664,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,ESR1,0.6172236894351536,0.35670533683989,-0.2605183525952636,False,True,True
DOCKSTRING-58,row_centered_residual,ESR2,NR3C1,-0.23039749130359227,0.015620130091126654,0.24601762139471892,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,IGF1R,0.10121850089507108,-0.13188394868570832,-0.23310244958077941,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,JAK2,0.005901547440606134,-0.1579572518939761,-0.16385879933458225,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,LCK,0.06293956940338095,-0.21169139696385195,-0.2746309663672329,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MET,-0.19893039825294792,0.1663977551972839,0.36532815345023184,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MMP13,-0.37944307439789576,0.14071527619210067,0.5201583505899965,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PTGS2,0.24032039220465642,0.10608487058725727,-0.13423552161739916,False,True,False
DOCKSTRING-58,row_centered_residual,ESR2,PPARA,0.0627553724685702,0.23656678774478984,0.17381141527621963,False,False,True
DOCKSTRING-58,row_centered_residual,ESR2,PPARG,-0.10672704985751698,0.044560664639349885,0.15128771449686687,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,REN,0.1602139129687001,-0.15418089248773673,-0.31439480545643683,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,ADORA2A,0.14530610884517312,-0.014689883942128452,-0.15999599278730156,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,ACHE,0.2375657395939166,0.24972954727223864,0.012163807678322036,False,True,True
DOCKSTRING-58,row_centered_residual,ESR2,BACE1,0.15486688759000228,-0.21633368608051537,-0.3712005736705176,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,CA2,0.10453546523669392,-0.15789729333896552,-0.26243275857565945,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,CYP2C9,0.036458074752578035,0.07045638529494934,0.033998310542371304,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,CYP3A4,0.19981912224070306,-0.1073269802156671,-0.30714610245637014,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,HSD11B1,0.14232612389748378,0.05748646176075775,-0.08483966213672603,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,DPP4,-0.11791204104680682,-0.08453194538814807,0.03338009565865875,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,DRD2,-0.3723834648068712,0.014179772425888163,0.3865632372327593,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,DRD3,-0.21305380954021796,-0.0074475182349093595,0.2056062913053086,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,EGFR,-0.31187794703364696,-0.08067493373257768,0.2312030133010693,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,F10,-0.041982560342987155,-0.1735536300722838,-0.13157106972929666,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,GBA,0.024418426626189062,-0.22268389961976676,-0.24710232624595582,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MAPK1,0.14792711594103908,0.13446974865212338,-0.013457367288915695,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,MAPK14,0.019709030118326986,-0.18556039388368953,-0.2052694240020165,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,PLK1,-0.09271094751076489,-0.12375129891880288,-0.031040351408037986,False,False,False
DOCKSTRING-58,row_centered_residual,ESR2,SRC,0.19699675753335794,-0.1655995714442501,-0.3625963289776081,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,THRB,-0.254632099425847,0.11836888740594992,0.37300098683179694,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,F2,0.06677986030603363,-0.24930110942082373,-0.31608096972685734,True,False,False
DOCKSTRING-58,row_centered_residual,ESR2,KDR,-0.3194686218212202,0.23508708619617336,0.5545557080173935,True,False,True
DOCKSTRING-58,row_centered_residual,PTK2,FGFR1,-0.35372374585879307,-0.03455419668768074,0.31916954917111234,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,HMGCR,0.08132301051455156,0.0854952431043205,0.00417223258976894,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,HSP90AA1,-0.04722020697656529,-0.07253537559440221,-0.02531516861783692,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,KIT,-0.2821408644320185,0.026097506158547987,0.3082383705905665,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,MAPKAPK2,0.1018714448158588,0.12164678102796816,0.019775336212109362,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,MAP2K1,-0.142362691891367,-0.0584359854026115,0.0839267064887555,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,NOS1,-0.2701626781445752,-0.00875780960788642,0.26140486853668876,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PARP1,0.12279850835466022,0.016918601385810767,-0.10587990696884945,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PDE5A,0.02450875261763578,-0.045040056641798706,-0.06954880925943449,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PGR,0.14364179172758437,-0.0292782039180218,-0.17291999564560617,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PTPN1,-0.054041211511803466,0.010764968394867938,0.06480617990667141,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,ROCK1,0.1889459860896024,0.02811565598354751,-0.16083033010605488,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,AKT1,0.18420222786225698,-0.055474238518466425,-0.2396764663807234,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,AR,-0.03073773103619585,-0.09620417885738726,-0.0654664478211914,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,CDK2,0.33961674574998507,0.1419588997726177,-0.19765784597736738,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,CSF1R,0.2584545468258126,0.0650114165291612,-0.1934431302966514,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,ESR1,0.24758086747964356,0.014206844292230071,-0.2333740231874135,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,NR3C1,-0.08865925929248508,-0.1610120283574867,-0.07235276906500163,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,IGF1R,0.15786331131254625,0.05056976972154233,-0.1072935415910039,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,JAK2,0.2736089862472909,0.1012491879656612,-0.17235979828162973,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,LCK,0.12985562775810938,0.10107651449532368,-0.028779113262785705,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,MET,-0.25882403701879336,-0.12444748768662463,0.13437654933216875,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,MMP13,-0.40739254465526553,-0.0014088472422718625,0.40598369741299367,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PTGS2,0.1940044643137403,-0.06781883336428866,-0.261823297678029,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PPARA,0.060205274652650416,-0.05856441921277687,-0.1187696938654273,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PPARG,-0.21470530320533973,-0.023602785268527028,0.1911025179368127,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,REN,0.25519913617044904,0.12550306941741118,-0.12969606675303785,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,ADORA2A,0.44213536290127275,0.0659657715726776,-0.3761695913285952,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,ACHE,0.28236536621195724,-0.009712563463758402,-0.29207792967571566,True,True,False
DOCKSTRING-58,row_centered_residual,PTK2,BACE1,0.10357457459388196,0.11922138508303147,0.01564681048914951,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,CA2,-0.12644425511030338,0.009235389947517126,0.1356796450578205,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,CYP2C9,0.15343901145597166,-0.08765069165429938,-0.24108970311027106,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,CYP3A4,0.14778162367810374,0.0573031400708842,-0.09047848360721955,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,HSD11B1,0.10798592957277743,-0.10938004090663005,-0.21736597047940748,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,DPP4,-0.21509454923503096,0.07912228090616462,0.2942168301411956,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,DRD2,-0.34258325531921524,-0.06369819411067505,0.2788850612085402,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,DRD3,-0.11601256664191305,0.047109113838184516,0.16312168048009756,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,EGFR,-0.24320782824469106,0.012306551324771589,0.25551437956946266,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,F10,-0.18953577200770666,-0.01740512768808678,0.17213064431961989,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,GBA,0.02876949733296077,-0.0174110190768162,-0.04618051640977697,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,MAPK1,0.3268160744812548,0.04307290113248901,-0.2837431733487658,False,True,False
DOCKSTRING-58,row_centered_residual,PTK2,MAPK14,0.0063218049602894524,0.05303694429248353,0.04671513933219408,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,PLK1,0.14433723465670809,0.022312540953346716,-0.12202469370336137,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,SRC,0.21978966007714126,0.0522818228955231,-0.16750783718161816,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,THRB,-0.139350629573146,-0.08471556140163575,0.05463506817151026,False,False,False
DOCKSTRING-58,row_centered_residual,PTK2,F2,-0.05520766086934796,0.05026332383939596,0.10547098470874391,True,False,False
DOCKSTRING-58,row_centered_residual,PTK2,KDR,-0.36770911209986135,-0.07022447550356806,0.2974846365962933,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,HMGCR,-0.12308275044546846,0.10857644641109081,0.23165919685655928,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,HSP90AA1,0.06173987744883087,-0.11180891867875324,-0.17354879612758412,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,KIT,0.45154586209407643,0.12992215571848792,-0.3216237063755885,False,True,False
DOCKSTRING-58,row_centered_residual,FGFR1,MAPKAPK2,-0.23911724114632046,-0.06499399301039253,0.17412324813592794,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,MAP2K1,0.010982170010118274,-0.038252084481582654,-0.04923425449170093,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,NOS1,0.26627508593080024,0.09740217345332057,-0.16887291247747965,False,True,False
DOCKSTRING-58,row_centered_residual,FGFR1,PARP1,-0.2553614699034475,-0.05892009689875388,0.1964413730046936,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PDE5A,-0.1636029970724949,-0.29389092510086917,-0.13028792802837427,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PGR,-0.216916604567109,0.13728218269002307,0.35419878725713205,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PTPN1,0.202073021462496,0.059665554391369384,-0.14240746707112661,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,ROCK1,-0.38786897517047686,0.06572640835223237,0.45359538352270923,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,AKT1,-0.3914116965578549,-0.13219867287560366,0.25921302368225124,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,AR,0.06523375194456542,0.035814988402461986,-0.029418763542103432,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,CDK2,-0.3786117734867883,-0.13924528456379812,0.2393664889229902,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,CSF1R,-0.20620251586226995,0.012123115864398432,0.21832563172666838,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,ESR1,-0.18721855251271788,0.09590444501311016,0.28312299752582804,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,NR3C1,-0.05241739086955341,-0.11490542869146496,-0.06248803782191155,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,IGF1R,-0.32080978030850055,-0.11080691878388106,0.2100028615246195,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,JAK2,-0.3311897259494421,-0.12405337944119037,0.20713634650825175,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,LCK,-0.170164392684342,0.10867697125097772,0.2788413639353197,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,MET,0.3517489674833974,0.13805635548815712,-0.21369261199524028,False,True,False
DOCKSTRING-58,row_centered_residual,FGFR1,MMP13,0.5037114083374487,0.22073456002782593,-0.2829768483096227,False,True,True
DOCKSTRING-58,row_centered_residual,FGFR1,PTGS2,-0.18617992469863828,0.11141304666711578,0.2975929713657541,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PPARA,-0.17402705886576048,-0.0799849830917069,0.09404207577405357,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PPARG,0.1637916584392263,0.007485547871592211,-0.15630611056763408,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,REN,-0.2977330384634709,0.0963350704637616,0.3940681089272325,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,ADORA2A,-0.38069145366657703,-0.16336859641567764,0.2173228572508994,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,ACHE,-0.3460930707696284,-0.15798149925633964,0.18811157151328878,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,BACE1,-0.1637919505422846,0.10838134170165455,0.27217329224393916,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,CA2,-0.02683190264834518,0.1389670346942432,0.16579893734258838,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,CYP2C9,-0.3150853844561187,-0.19394042273273945,0.12114496172337927,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,CYP3A4,-0.3736319977473117,0.05326703050739222,0.42689902825470394,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,HSD11B1,-0.22247991698694738,-0.14790192105626201,0.07457799593068537,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,DPP4,0.02619542246791578,0.049270046207383414,0.023074623739467635,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,DRD2,0.41968060290065407,0.19130174314329026,-0.2283788597573638,False,True,True
DOCKSTRING-58,row_centered_residual,FGFR1,DRD3,0.08365684721374617,0.10552150144911583,0.021864654235369665,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,EGFR,0.11136860049129203,0.039477582511084394,-0.07189101798020764,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,F10,0.048795367186912034,-0.09003925267348688,-0.1388346198603989,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,GBA,-0.18788227360901735,-0.18548740426619612,0.0023948693428212375,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,MAPK1,-0.3686992624349421,-0.06272169126023694,0.30597757117470514,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,MAPK14,0.04329010262367272,0.03121557548948603,-0.012074527134186691,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,PLK1,-0.1998516146110274,-0.11251250553659502,0.08733910907443239,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,SRC,-0.30311373986737117,0.0058113994001747155,0.3089251392675459,True,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,THRB,0.2358724586858122,-0.05103862581831397,-0.28691108450412617,True,True,False
DOCKSTRING-58,row_centered_residual,FGFR1,F2,-0.1726968268132248,-0.03273113447007707,0.1399656923431477,False,False,False
DOCKSTRING-58,row_centered_residual,FGFR1,KDR,0.5061596953341901,0.1922131053565278,-0.31394658997766234,False,True,True
DOCKSTRING-58,row_centered_residual,HMGCR,HSP90AA1,-0.14025167663709784,-0.06501945515934304,0.0752322214777548,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,KIT,-0.13381609025188057,-0.035102938550462044,0.09871315170141853,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,MAPKAPK2,0.18355547118410814,0.03574724882886895,-0.1478082223552392,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,MAP2K1,0.026401445141083318,0.07053875681387733,0.04413731167279401,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,NOS1,0.08153375795133362,0.1136832566032891,0.032149498651955474,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PARP1,0.014255839740380107,0.3185559628460109,0.3043001231056308,False,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,PDE5A,-0.10211448670379307,-0.12235478631825028,-0.02024029961445721,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PGR,-0.04658496791503672,0.00915833994700901,0.05574330786204573,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PTPN1,0.08141120319953803,0.12885693275958518,0.047445729560047153,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,ROCK1,0.013812452928580536,0.2690331497047763,0.2552206967761958,False,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,AKT1,0.19476863340175082,0.07414447086571291,-0.12062416253603792,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,AR,0.1591211833472844,-0.09235941311344685,-0.25148059646073123,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,CDK2,0.05652686327136182,0.03753678445808023,-0.01899007881328159,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,CSF1R,-0.1273857379616615,0.07050695336414184,0.19789269132580334,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,ESR1,0.13803638493153195,-0.007198003360894158,-0.1452343882924261,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,NR3C1,-0.17299802314759158,-0.3236561032692499,-0.1506580801216583,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,IGF1R,0.18985981112320696,0.09902127603032092,-0.09083853509288604,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,JAK2,-0.03650903899538707,0.07703252743780495,0.11354156643319202,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,LCK,-0.033400470110891874,0.39564448270019364,0.4290449528110855,True,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,MET,-0.17202282614371744,-0.250879978402503,-0.07885715225878553,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,MMP13,-0.08609314855128487,-0.1425632152975173,-0.056470066746232436,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PTGS2,0.041284838738890856,-0.0560967954621512,-0.09738163420104205,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PPARA,0.08625301677224594,-0.32582580215514073,-0.4120788189273867,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,PPARG,0.07058901717552439,0.04546374241196872,-0.025125274763555673,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,REN,0.01544791747806564,0.3202118615131339,0.3047639440350683,False,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,ADORA2A,-0.17929162891979572,-0.09667110356117299,0.08262052535862273,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,ACHE,-0.04013978288075604,-0.19643718826298262,-0.15629740538222658,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,BACE1,0.35284601161254486,0.44931987231550685,0.09647386070296199,False,True,True
DOCKSTRING-58,row_centered_residual,HMGCR,CA2,0.33900827323244204,0.2736953640275214,-0.06531290920492061,False,True,True
DOCKSTRING-58,row_centered_residual,HMGCR,CYP2C9,-0.16255723012406464,-0.20847016707392402,-0.04591293694985937,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,CYP3A4,-0.18673809832218638,0.34031644501941416,0.5270545433416005,True,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,HSD11B1,-0.12093301755511579,-0.29561960482078353,-0.17468658726566774,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,DPP4,0.025132643437379736,0.24082322990151284,0.2156905864641331,False,False,True
DOCKSTRING-58,row_centered_residual,HMGCR,DRD2,-0.30722132341887104,-0.10594900185798299,0.20127232156088803,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,DRD3,-0.10493687288640338,-0.0827049445961078,0.022231928290295577,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,EGFR,-0.17758494284192827,-0.05305114608463035,0.12453379675729792,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,F10,0.12762509368950478,0.1788505283172043,0.05122543462769952,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,GBA,0.12591901644479891,0.03898803825171655,-0.08693097819308236,False,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,MAPK1,0.09470141205862335,-0.08456702273047394,-0.1792684347890973,True,False,False
DOCKSTRING-58,row_centered_residual,HMGCR,MAPK14,-0.015318544290410034,0.20633546638460867,0.22165401067501872,True,False,True
