support_kind,surface,support_id,target_a,target_b,correlation,percentile_rank
scaffold,residual,25,AKT1,SRC,0.106031507020641,0.804232804232804
scaffold,residual,25,AKT2,CDK2,-0.0154561387036872,0.582010582010582
scaffold,residual,25,AKT2,CSF1R,-0.165208854170443,0.259259259259259
scaffold,residual,25,AKT2,EGFR,-0.0988104634759424,0.396825396825397
scaffold,residual,25,AKT2,FGFR1,-0.0706643012155546,0.44973544973545
scaffold,residual,25,AKT2,IGF1R,-0.0910880783844719,0.423280423280423
scaffold,residual,25,AKT2,JAK2,-0.164538466128868,0.264550264550265
scaffold,residual,25,AKT2,KDR,-0.112905086724653,0.35978835978836
scaffold,residual,25,AKT2,KIT,-0.0671245828083818,0.46031746031746
scaffold,residual,25,AKT2,LCK,-0.0197736680758789,0.560846560846561
scaffold,residual,25,AKT2,MAP2K1,0.0899421630856728,0.772486772486772
scaffold,residual,25,AKT2,MAPK1,-0.023476084443233,0.55026455026455
scaffold,residual,25,AKT2,MAPK14,-0.0932169625189035,0.412698412698413
scaffold,residual,25,AKT2,MAPKAPK2,0.00777986859857505,0.634920634920635
scaffold,residual,25,AKT2,MET,-0.0905235065753153,0.428571428571429
scaffold,residual,25,AKT2,PLK1,-0.0552098548316196,0.470899470899471
scaffold,residual,25,AKT2,ROCK1,0.152504373748568,0.867724867724868
scaffold,residual,25,AKT2,SRC,0.0220767275198868,0.661375661375661
scaffold,residual,25,CDK2,CSF1R,-0.010242931894858,0.608465608465608
scaffold,residual,25,CDK2,EGFR,0.0429131997186911,0.698412698412698
scaffold,residual,25,CDK2,FGFR1,-0.324856538091322,0.037037037037037
scaffold,residual,25,CDK2,IGF1R,0.134353915741079,0.846560846560847
scaffold,residual,25,CDK2,JAK2,0.229623557314794,0.957671957671958
scaffold,residual,25,CDK2,KDR,-0.297592422754569,0.0634920634920635
scaffold,residual,25,CDK2,KIT,-0.261322357068918,0.121693121693122
scaffold,residual,25,CDK2,LCK,0.113304566924636,0.82010582010582
scaffold,residual,25,CDK2,MAP2K1,-0.0317315584319857,0.523809523809524
scaffold,residual,25,CDK2,MAPK1,0.133015078520829,0.835978835978836
scaffold,residual,25,CDK2,MAPK14,-0.0743872964606828,0.439153439153439
scaffold,residual,25,CDK2,MAPKAPK2,0.195451814385957,0.931216931216931
scaffold,residual,25,CDK2,MET,-0.232267065468721,0.148148148148148
scaffold,residual,25,CDK2,PLK1,0.108541716520156,0.814814814814815
scaffold,residual,25,CDK2,ROCK1,0.159942349505898,0.883597883597884
scaffold,residual,25,CDK2,SRC,0.100717790479405,0.798941798941799
scaffold,residual,25,CSF1R,EGFR,-0.210807751301641,0.206349206349206
scaffold,residual,25,CSF1R,FGFR1,-0.10805243286335,0.375661375661376
scaffold,residual,25,CSF1R,IGF1R,0.123038525449318,0.825396825396825
scaffold,residual,25,CSF1R,JAK2,0.134165799195587,0.841269841269841
scaffold,residual,25,CSF1R,KDR,-0.197829666040841,0.227513227513228
scaffold,residual,25,CSF1R,KIT,0.0907032176500964,0.777777777777778
scaffold,residual,25,CSF1R,LCK,0.0649465693132082,0.73015873015873
scaffold,residual,25,CSF1R,MAP2K1,-0.280211487687157,0.0899470899470899
scaffold,residual,25,CSF1R,MAPK1,0.00999956047934472,0.64021164021164
scaffold,residual,25,CSF1R,MAPK14,0.206806032217598,0.941798941798942
scaffold,residual,25,CSF1R,MAPKAPK2,-0.0158047897372006,0.576719576719577
scaffold,residual,25,CSF1R,MET,-0.118534974551909,0.343915343915344
scaffold,residual,25,CSF1R,PLK1,-0.0184447246808349,0.566137566137566
scaffold,residual,25,CSF1R,ROCK1,-0.0267567642426686,0.53968253968254
scaffold,residual,25,CSF1R,SRC,-0.0315381900610552,0.529100529100529
scaffold,residual,25,EGFR,FGFR1,-0.116066641153984,0.354497354497354
scaffold,residual,25,EGFR,IGF1R,-0.0103670404897965,0.603174603174603
scaffold,residual,25,EGFR,JAK2,0.0341571501888799,0.687830687830688
scaffold,residual,25,EGFR,KDR,-0.0301390031926902,0.534391534391534
scaffold,residual,25,EGFR,KIT,-0.0493725430635108,0.486772486772487
scaffold,residual,25,EGFR,LCK,-0.0226867428690577,0.555555555555556
scaffold,residual,25,EGFR,MAP2K1,0.074178091065972,0.740740740740741
scaffold,residual,25,EGFR,MAPK1,-0.000292361559606088,0.624338624338624
scaffold,residual,25,EGFR,MAPK14,-0.141311912408918,0.291005291005291
scaffold,residual,25,EGFR,MAPKAPK2,-0.0529367678385439,0.481481481481481
scaffold,residual,25,EGFR,MET,-0.024963842075401,0.544973544973545
scaffold,residual,25,EGFR,PLK1,-0.00919739917793996,0.613756613756614
scaffold,residual,25,EGFR,ROCK1,-0.0159559347935474,0.571428571428571
scaffold,residual,25,EGFR,SRC,-0.0923480477990398,0.417989417989418
scaffold,residual,25,FGFR1,IGF1R,-0.287190813065265,0.0740740740740741
scaffold,residual,25,FGFR1,JAK2,-0.322550027484611,0.0423280423280423
scaffold,residual,25,FGFR1,KDR,0.348026137640932,0.973544973544973
scaffold,residual,25,FGFR1,KIT,0.215693690428765,0.947089947089947
scaffold,residual,25,FGFR1,LCK,-0.180642531432963,0.243386243386243
scaffold,residual,25,FGFR1,MAP2K1,-0.159569493356444,0.28042328042328
scaffold,residual,25,FGFR1,MAPK1,-0.21774932779764,0.17989417989418
scaffold,residual,25,FGFR1,MAPK14,-0.0143265092654701,0.587301587301587
scaffold,residual,25,FGFR1,MAPKAPK2,-0.223384877917421,0.174603174603175
scaffold,residual,25,FGFR1,MET,0.178501658555371,0.91005291005291
scaffold,residual,25,FGFR1,PLK1,-0.281791217838578,0.0846560846560847
scaffold,residual,25,FGFR1,ROCK1,-0.272899251809496,0.105820105820106
scaffold,residual,25,FGFR1,SRC,-0.2403546272685,0.142857142857143
scaffold,residual,25,IGF1R,JAK2,0.151217456597808,0.862433862433862
scaffold,residual,25,IGF1R,KDR,-0.25404544353557,0.132275132275132
scaffold,residual,25,IGF1R,KIT,-0.162859599062865,0.275132275132275
scaffold,residual,25,IGF1R,LCK,0.0500504684862676,0.708994708994709
scaffold,residual,25,IGF1R,MAP2K1,-0.107674162734895,0.380952380952381
scaffold,residual,25,IGF1R,MAPK1,0.17525434459773,0.904761904761905
scaffold,residual,25,IGF1R,MAPK14,0.0941556019244944,0.783068783068783
scaffold,residual,25,IGF1R,MAPKAPK2,0.0605928946382857,0.724867724867725
scaffold,residual,25,IGF1R,MET,-0.143203719144875,0.285714285714286
scaffold,residual,25,IGF1R,PLK1,0.0509268137054841,0.714285714285714
scaffold,residual,25,IGF1R,ROCK1,0.0210928924594474,0.656084656084656
scaffold,residual,25,IGF1R,SRC,0.0569886410510084,0.71957671957672
scaffold,residual,25,JAK2,KDR,-0.313724685524176,0.0476190476190476
scaffold,residual,25,JAK2,KIT,-0.120873260754071,0.338624338624339
scaffold,residual,25,JAK2,LCK,0.0810046096885005,0.751322751322751
scaffold,residual,25,JAK2,MAP2K1,-0.141254439033415,0.296296296296296
scaffold,residual,25,JAK2,MAPK1,0.19025785074924,0.920634920634921
scaffold,residual,25,JAK2,MAPK14,-0.047572074022845,0.492063492063492
scaffold,residual,25,JAK2,MAPKAPK2,0.107470350466089,0.80952380952381
scaffold,residual,25,JAK2,MET,-0.225454245124083,0.169312169312169
scaffold,residual,25,JAK2,PLK1,0.193523940834828,0.925925925925926
scaffold,residual,25,JAK2,ROCK1,0.0265803124798112,0.666666666666667
scaffold,residual,25,JAK2,SRC,0.00732185712681278,0.62962962962963
scaffold,residual,25,KDR,KIT,0.166330082503232,0.894179894179894
scaffold,residual,25,KDR,LCK,-0.433849960832792,0.00529100529100529
scaffold,residual,25,KDR,MAP2K1,-0.212518680618945,0.201058201058201
scaffold,residual,25,KDR,MAPK1,-0.129817454200463,0.317460317460317
scaffold,residual,25,KDR,MAPK14,-0.171271063281519,0.248677248677249
scaffold,residual,25,KDR,MAPKAPK2,-0.200724965193034,0.222222222222222
scaffold,residual,25,KDR,MET,0.421349368053566,0.989417989417989
scaffold,residual,25,KDR,PLK1,-0.303674945121457,0.0529100529100529
scaffold,residual,25,KDR,ROCK1,-0.393203026198777,0.0211640211640212
scaffold,residual,25,KDR,SRC,-0.386596126294875,0.0264550264550265
scaffold,residual,25,KIT,LCK,-0.227942406456678,0.158730158730159
scaffold,residual,25,KIT,MAP2K1,-0.212941709443536,0.195767195767196
scaffold,residual,25,KIT,MAPK1,-0.0440145324270216,0.502645502645503
scaffold,residual,25,KIT,MAPK14,-0.122906868026235,0.328042328042328
scaffold,residual,25,KIT,MAPKAPK2,-0.131091130930942,0.312169312169312
scaffold,residual,25,KIT,MET,0.0892786285082807,0.767195767195767
scaffold,residual,25,KIT,PLK1,-0.104815160113213,0.386243386243386
scaffold,residual,25,KIT,ROCK1,-0.22647908625589,0.164021164021164
scaffold,residual,25,KIT,SRC,-0.301432415356477,0.0582010582010582
scaffold,residual,25,LCK,MAP2K1,0.0300768765605922,0.671957671957672
scaffold,residual,25,LCK,MAPK1,-0.0940713554051244,0.407407407407407
scaffold,residual,25,LCK,MAPK14,0.202238491304276,0.936507936507937
scaffold,residual,25,LCK,MAPKAPK2,0.0141077671123322,0.645502645502645
scaffold,residual,25,LCK,MET,-0.400475206020413,0.0158730158730159
scaffold,residual,25,LCK,PLK1,0.100158431642837,0.793650793650794
scaffold,residual,25,LCK,ROCK1,0.186850559773599,0.915343915343915
scaffold,residual,25,LCK,SRC,0.467605999119292,1
scaffold,residual,25,MAP2K1,MAPK1,-0.193949241601444,0.232804232804233
scaffold,residual,25,MAP2K1,MAPK14,-0.0448228853802499,0.497354497354497
scaffold,residual,25,MAP2K1,MAPKAPK2,-0.0110639237454846,0.597883597883598
scaffold,residual,25,MAP2K1,MET,-0.117375422687658,0.349206349206349
scaffold,residual,25,MAP2K1,PLK1,0.0381574064610368,0.693121693121693
scaffold,residual,25,MAP2K1,ROCK1,0.308398072411519,0.962962962962963
scaffold,residual,25,MAP2K1,SRC,0.124217803300952,0.830687830687831
scaffold,residual,25,MAPK1,MAPK14,-0.245366090330917,0.137566137566138
scaffold,residual,25,MAPK1,MAPKAPK2,0.0811793693959773,0.756613756613757
scaffold,residual,25,MAPK1,MET,-0.0608905837730491,0.465608465608466
scaffold,residual,25,MAPK1,PLK1,0.135480110550263,0.851851851851852
scaffold,residual,25,MAPK1,ROCK1,-0.125487662387826,0.322751322751323
scaffold,residual,25,MAPK1,SRC,-0.0688993175357973,0.455026455026455
scaffold,residual,25,MAPK14,MAPKAPK2,-0.0725381392241061,0.444444444444444
scaffold,residual,25,MAPK14,MET,-0.204432818923079,0.211640211640212
scaffold,residual,25,MAPK14,PLK1,-0.0987098680203893,0.402116402116402
scaffold,residual,25,MAPK14,ROCK1,0.0755743839606307,0.746031746031746
scaffold,residual,25,MAPK14,SRC,0.174084794255393,0.899470899470899
scaffold,residual,25,MAPKAPK2,MET,-0.131848193141992,0.306878306878307
scaffold,residual,25,MAPKAPK2,PLK1,0.0324575891175841,0.682539682539683
scaffold,residual,25,MAPKAPK2,ROCK1,0.0308907334103479,0.677248677248677
scaffold,residual,25,MAPKAPK2,SRC,0.0204172057829555,0.650793650793651
scaffold,residual,25,MET,PLK1,-0.204099970470945,0.216931216931217
scaffold,residual,25,MET,ROCK1,-0.291683262562028,0.0687830687830688
scaffold,residual,25,MET,SRC,-0.329827452347917,0.0317460317460317
scaffold,residual,25,PLK1,ROCK1,0.0497678230149924,0.703703703703704
scaffold,residual,25,PLK1,SRC,0.147217478428044,0.857142857142857
scaffold,residual,25,ROCK1,SRC,0.22310913511346,0.952380952380952
scaffold,residual,26,ABL1,AKT1,-0.423611786525319,0
scaffold,residual,26,ABL1,AKT2,-0.104355797994802,0.402116402116402
scaffold,residual,26,ABL1,CDK2,-0.259819781034371,0.0952380952380952
scaffold,residual,26,ABL1,CSF1R,-0.00209787781210691,0.597883597883598
scaffold,residual,26,ABL1,EGFR,-0.0560204223185291,0.486772486772487
scaffold,residual,26,ABL1,FGFR1,0.353438581796688,0.973544973544973
scaffold,residual,26,ABL1,IGF1R,-0.232796787989923,0.137566137566138
scaffold,residual,26,ABL1,JAK2,-0.194044452897161,0.206349206349206
scaffold,residual,26,ABL1,KDR,0.341460205436862,0.968253968253968
scaffold,residual,26,ABL1,KIT,0.194878615447605,0.904761904761905
scaffold,residual,26,ABL1,LCK,-0.0860981659760654,0.444444444444444
scaffold,residual,26,ABL1,MAP2K1,-0.251547753111539,0.116402116402116
scaffold,residual,26,ABL1,MAPK1,-0.235790465350232,0.132275132275132
scaffold,residual,26,ABL1,MAPK14,-0.0234542797555778,0.544973544973545
scaffold,residual,26,ABL1,MAPKAPK2,-0.146053687662136,0.291005291005291
scaffold,residual,26,ABL1,MET,0.122594160571456,0.846560846560847
scaffold,residual,26,ABL1,PLK1,-0.294710848089202,0.0687830687830688
scaffold,residual,26,ABL1,ROCK1,-0.39968427228264,0.0105820105820106
scaffold,residual,26,ABL1,SRC,-0.229288742751398,0.164021164021164
scaffold,residual,26,AKT1,AKT2,0.194182368003729,0.899470899470899
scaffold,residual,26,AKT1,CDK2,0.0912478827774603,0.793650793650794
scaffold,residual,26,AKT1,CSF1R,-0.231933194892181,0.142857142857143
scaffold,residual,26,AKT1,EGFR,-0.0345560243212652,0.534391534391534
scaffold,residual,26,AKT1,FGFR1,-0.278021364388362,0.0899470899470899
scaffold,residual,26,AKT1,IGF1R,-0.0967789776669205,0.423280423280423
scaffold,residual,26,AKT1,JAK2,-0.0778498427991254,0.465608465608466
scaffold,residual,26,AKT1,KDR,-0.290588871262017,0.0740740740740741
scaffold,residual,26,AKT1,KIT,-0.199624426643972,0.201058201058201
scaffold,residual,26,AKT1,LCK,0.0541887764424337,0.714285714285714
scaffold,residual,26,AKT1,MAP2K1,0.382817428544568,0.984126984126984
scaffold,residual,26,AKT1,MAPK1,-0.0162757935822409,0.566137566137566
scaffold,residual,26,AKT1,MAPK14,-0.15400985181256,0.28042328042328
scaffold,residual,26,AKT1,MAPKAPK2,0.049526766904134,0.703703703703704
scaffold,residual,26,AKT1,MET,-0.173646268474558,0.243386243386243
scaffold,residual,26,AKT1,PLK1,0.12136991474184,0.841269841269841
scaffold,residual,26,AKT1,ROCK1,0.435473615870486,0.994708994708995
scaffold,residual,26,AKT1,SRC,0.0967787921637142,0.814814814814815
scaffold,residual,26,AKT2,CDK2,-0.0195158811786002,0.560846560846561
scaffold,residual,26,AKT2,CSF1R,-0.122338759711364,0.35978835978836
scaffold,residual,26,AKT2,EGFR,-0.133953160370553,0.328042328042328
scaffold,residual,26,AKT2,FGFR1,-0.068749802087544,0.481481481481481
scaffold,residual,26,AKT2,IGF1R,-0.113651622908187,0.386243386243386
scaffold,residual,26,AKT2,JAK2,-0.139493274774632,0.312169312169312
scaffold,residual,26,AKT2,KDR,-0.125552433900089,0.354497354497354
scaffold,residual,26,AKT2,KIT,-0.0886919381607966,0.433862433862434
scaffold,residual,26,AKT2,LCK,0.0728885355933133,0.761904761904762
scaffold,residual,26,AKT2,MAP2K1,0.014070119182169,0.64021164021164
scaffold,residual,26,AKT2,MAPK1,-0.039648080206487,0.529100529100529
scaffold,residual,26,AKT2,MAPK14,-0.135952073782284,0.322751322751323
scaffold,residual,26,AKT2,MAPKAPK2,-0.0108963760562655,0.576719576719577
scaffold,residual,26,AKT2,MET,-0.131603544745084,0.338624338624339
scaffold,residual,26,AKT2,PLK1,-0.0480612407155396,0.513227513227513
scaffold,residual,26,AKT2,ROCK1,0.162805273731073,0.878306878306878
scaffold,residual,26,AKT2,SRC,0.0517746847844146,0.708994708994709
scaffold,residual,26,CDK2,CSF1R,0.0157663857041783,0.650793650793651
scaffold,residual,26,CDK2,EGFR,0.0570674766567296,0.724867724867725
scaffold,residual,26,CDK2,FGFR1,-0.359041286595665,0.0317460317460317
scaffold,residual,26,CDK2,IGF1R,0.119643768193139,0.835978835978836
scaffold,residual,26,CDK2,JAK2,0.233530631772507,0.947089947089947
scaffold,residual,26,CDK2,KDR,-0.309010630760458,0.0529100529100529
scaffold,residual,26,CDK2,KIT,-0.229945236048878,0.158730158730159
scaffold,residual,26,CDK2,LCK,0.0690929226336308,0.756613756613757
scaffold,residual,26,CDK2,MAP2K1,-0.00501629152680998,0.592592592592593
scaffold,residual,26,CDK2,MAPK1,0.19537012855785,0.91005291005291
scaffold,residual,26,CDK2,MAPK14,-0.0695288401663202,0.476190476190476
scaffold,residual,26,CDK2,MAPKAPK2,0.155571646017073,0.867724867724868
scaffold,residual,26,CDK2,MET,-0.230862233534726,0.148148148148148
scaffold,residual,26,CDK2,PLK1,0.117396993404272,0.830687830687831
scaffold,residual,26,CDK2,ROCK1,0.101289198712306,0.82010582010582
scaffold,residual,26,CDK2,SRC,0.102305705730355,0.825396825396825
scaffold,residual,26,CSF1R,EGFR,-0.182070392962536,0.227513227513228
scaffold,residual,26,CSF1R,FGFR1,-0.162059384108326,0.248677248677249
scaffold,residual,26,CSF1R,IGF1R,0.0851306297845295,0.783068783068783
scaffold,residual,26,CSF1R,JAK2,0.178868504374216,0.883597883597884
scaffold,residual,26,CSF1R,KDR,-0.205761553180584,0.19047619047619
scaffold,residual,26,CSF1R,KIT,0.0382366950986657,0.693121693121693
scaffold,residual,26,CSF1R,LCK,0.0317175619389523,0.682539682539683
scaffold,residual,26,CSF1R,MAP2K1,-0.253241157187213,0.111111111111111
scaffold,residual,26,CSF1R,MAPK1,0.0275701309971442,0.666666666666667
scaffold,residual,26,CSF1R,MAPK14,0.228302457947391,0.941798941798942
scaffold,residual,26,CSF1R,MAPKAPK2,-0.0264473920394412,0.53968253968254
scaffold,residual,26,CSF1R,MET,-0.141039691820797,0.306878306878307
scaffold,residual,26,CSF1R,PLK1,0.0369687338531338,0.687830687830688
scaffold,residual,26,CSF1R,ROCK1,-0.0525508040390643,0.497354497354497
scaffold,residual,26,CSF1R,SRC,-0.0063026066897948,0.587301587301587
scaffold,residual,26,EGFR,FGFR1,-0.110658143486004,0.396825396825397
scaffold,residual,26,EGFR,IGF1R,-0.0439608959304345,0.518518518518518
scaffold,residual,26,EGFR,JAK2,-0.0195545475049668,0.555555555555556
scaffold,residual,26,EGFR,KDR,-0.0224827280605008,0.55026455026455
scaffold,residual,26,EGFR,KIT,-0.0530661033147987,0.492063492063492
scaffold,residual,26,EGFR,LCK,-0.087907535458945,0.439153439153439
scaffold,residual,26,EGFR,MAP2K1,0.0618813838708548,0.740740740740741
scaffold,residual,26,EGFR,MAPK1,0.0673562365243238,0.746031746031746
scaffold,residual,26,EGFR,MAPK14,-0.111156238301865,0.391534391534392
scaffold,residual,26,EGFR,MAPKAPK2,0.0148326014670824,0.645502645502645
scaffold,residual,26,EGFR,MET,-0.0107939652292734,0.582010582010582
scaffold,residual,26,EGFR,PLK1,-0.0484758074123032,0.507936507936508
scaffold,residual,26,EGFR,ROCK1,-0.0854364551112513,0.44973544973545
scaffold,residual,26,EGFR,SRC,-0.0796754063454257,0.455026455026455
scaffold,residual,26,FGFR1,IGF1R,-0.228721019856226,0.174603174603175
scaffold,residual,26,FGFR1,JAK2,-0.337856881246299,0.0423280423280423
scaffold,residual,26,FGFR1,KDR,0.35923087130228,0.978835978835979
scaffold,residual,26,FGFR1,KIT,0.24128325817321,0.957671957671958
scaffold,residual,26,FGFR1,LCK,-0.182007602761371,0.232804232804233
scaffold,residual,26,FGFR1,MAP2K1,-0.113823185725227,0.380952380952381
scaffold,residual,26,FGFR1,MAPK1,-0.247110436439682,0.121693121693122
scaffold,residual,26,FGFR1,MAPK14,0.00889587993696854,0.624338624338624
scaffold,residual,26,FGFR1,MAPKAPK2,-0.227868027430621,0.17989417989418
scaffold,residual,26,FGFR1,MET,0.200598385619379,0.925925925925926
scaffold,residual,26,FGFR1,PLK1,-0.296380281743195,0.0634920634920635
scaffold,residual,26,FGFR1,ROCK1,-0.282851953975699,0.0793650793650794
scaffold,residual,26,FGFR1,SRC,-0.256181155490477,0.105820105820106
scaffold,residual,26,IGF1R,JAK2,0.211402306288355,0.931216931216931
scaffold,residual,26,IGF1R,KDR,-0.23001888257721,0.153439153439153
scaffold,residual,26,IGF1R,KIT,-0.193562360930583,0.211640211640212
scaffold,residual,26,IGF1R,LCK,0.0244644261885078,0.656084656084656
scaffold,residual,26,IGF1R,MAP2K1,-0.116899544615261,0.375661375661376
scaffold,residual,26,IGF1R,MAPK1,0.19646653445306,0.915343915343915
scaffold,residual,26,IGF1R,MAPK14,0.0952425277054966,0.80952380952381
scaffold,residual,26,IGF1R,MAPKAPK2,0.0283954293166782,0.671957671957672
scaffold,residual,26,IGF1R,MET,-0.137970316596356,0.317460317460317
scaffold,residual,26,IGF1R,PLK1,0.060904334026821,0.73015873015873
scaffold,residual,26,IGF1R,ROCK1,-0.0516281721228887,0.502645502645503
scaffold,residual,26,IGF1R,SRC,0.0568333554985928,0.71957671957672
scaffold,residual,26,JAK2,KDR,-0.353087299577991,0.037037037037037
scaffold,residual,26,JAK2,KIT,-0.143772972792683,0.301587301587302
scaffold,residual,26,JAK2,LCK,0.0675512119886131,0.751322751322751
scaffold,residual,26,JAK2,MAP2K1,-0.144612838467881,0.296296296296296
scaffold,residual,26,JAK2,MAPK1,0.191415524333761,0.894179894179894
scaffold,residual,26,JAK2,MAPK14,-0.000673781070269842,0.603174603174603
scaffold,residual,26,JAK2,MAPKAPK2,0.137100166084339,0.857142857142857
scaffold,residual,26,JAK2,MET,-0.239489127668863,0.126984126984127
scaffold,residual,26,JAK2,PLK1,0.23796468419658,0.952380952380952
scaffold,residual,26,JAK2,ROCK1,0.00882294593878606,0.619047619047619
scaffold,residual,26,JAK2,SRC,0.0851387645183433,0.788359788359788
scaffold,residual,26,KDR,KIT,0.198947980316074,0.920634920634921
scaffold,residual,26,KDR,LCK,-0.406001225601232,0.00529100529100529
scaffold,residual,26,KDR,MAP2K1,-0.180382037803096,0.238095238095238
scaffold,residual,26,KDR,MAPK1,-0.188959902440499,0.216931216931217
scaffold,residual,26,KDR,MAPK14,-0.146963168894246,0.285714285714286
scaffold,residual,26,KDR,MAPKAPK2,-0.155621357321812,0.275132275132275
scaffold,residual,26,KDR,MET,0.429024596885038,0.989417989417989
scaffold,residual,26,KDR,PLK1,-0.303511707382339,0.0582010582010582
scaffold,residual,26,KDR,ROCK1,-0.386657809995434,0.0158730158730159
scaffold,residual,26,KDR,SRC,-0.385537544298601,0.0211640211640212
scaffold,residual,26,KIT,LCK,-0.212252148833615,0.185185185185185
scaffold,residual,26,KIT,MAP2K1,-0.183732345952126,0.222222222222222
scaffold,residual,26,KIT,MAPK1,-0.131639927098943,0.333333333333333
scaffold,residual,26,KIT,MAPK14,-0.130907785261331,0.343915343915344
scaffold,residual,26,KIT,MAPKAPK2,-0.101205923095722,0.412698412698413
scaffold,residual,26,KIT,MET,0.0774336664645438,0.772486772486772
scaffold,residual,26,KIT,PLK1,-0.130781353232098,0.349206349206349
scaffold,residual,26,KIT,ROCK1,-0.229108515562906,0.169312169312169
scaffold,residual,26,KIT,SRC,-0.282761353416313,0.0846560846560847
scaffold,residual,26,LCK,MAP2K1,0.00672071028012115,0.613756613756614
scaffold,residual,26,LCK,MAPK1,-0.104325209710969,0.407407407407407
scaffold,residual,26,LCK,MAPK14,0.146537364465126,0.862433862433862
scaffold,residual,26,LCK,MAPKAPK2,-0.0142263495102393,0.571428571428571
scaffold,residual,26,LCK,MET,-0.365486055252293,0.0264550264550265
scaffold,residual,26,LCK,PLK1,0.0942418124156337,0.798941798941799
scaffold,residual,26,LCK,ROCK1,0.189244002306146,0.888888888888889
scaffold,residual,26,LCK,SRC,0.465344625173993,1
scaffold,residual,26,MAP2K1,MAPK1,-0.161753496472391,0.253968253968254
scaffold,residual,26,MAP2K1,MAPK14,-0.117450567378018,0.37037037037037
scaffold,residual,26,MAP2K1,MAPKAPK2,0.0102931061483491,0.62962962962963
scaffold,residual,26,MAP2K1,MET,-0.088761000753842,0.428571428571429
scaffold,residual,26,MAP2K1,PLK1,0.0270384435184576,0.661375661375661
scaffold,residual,26,MAP2K1,ROCK1,0.269906780226595,0.962962962962963
scaffold,residual,26,MAP2K1,SRC,0.0766663126095573,0.767195767195767
scaffold,residual,26,MAPK1,MAPK14,-0.160608015666148,0.264550264550265
scaffold,residual,26,MAPK1,MAPKAPK2,0.0613039625826262,0.735449735449735
scaffold,residual,26,MAPK1,MET,-0.0716866412772801,0.470899470899471
scaffold,residual,26,MAPK1,PLK1,0.128690685610144,0.851851851851852
scaffold,residual,26,MAPK1,ROCK1,-0.0781214070822534,0.46031746031746
scaffold,residual,26,MAPK1,SRC,-0.0404016918774102,0.523809523809524
scaffold,residual,26,MAPK14,MAPKAPK2,-0.0969336248407441,0.417989417989418
scaffold,residual,26,MAPK14,MET,-0.16134216235707,0.259259259259259
scaffold,residual,26,MAPK14,PLK1,-0.11813424321285,0.365079365079365
scaffold,residual,26,MAPK14,ROCK1,0.0411381424668234,0.698412698412698
scaffold,residual,26,MAPK14,SRC,0.0946471448491981,0.804232804232804
scaffold,residual,26,MAPKAPK2,MET,-0.158665071101188,0.26984126984127
scaffold,residual,26,MAPKAPK2,PLK1,0.0286744462082048,0.677248677248677
scaffold,residual,26,MAPKAPK2,ROCK1,0.00584387916826805,0.608465608465608
scaffold,residual,26,MAPKAPK2,SRC,0.0133549683279039,0.634920634920635
scaffold,residual,26,MET,PLK1,-0.204371304898098,0.195767195767196
scaffold,residual,26,MET,ROCK1,-0.256783274389511,0.100529100529101
scaffold,residual,26,MET,SRC,-0.324245793153897,0.0476190476190476
scaffold,residual,26,PLK1,ROCK1,0.0845550712812181,0.777777777777778
scaffold,residual,26,PLK1,SRC,0.161667931680449,0.873015873015873
scaffold,residual,26,ROCK1,SRC,0.213343086357606,0.936507936507937
scaffold,residual,27,ABL1,AKT1,-0.389290758687549,0.0264550264550265
scaffold,residual,27,ABL1,AKT2,-0.108073993357549,0.412698412698413
scaffold,residual,27,ABL1,CDK2,-0.244094617101705,0.137566137566138
scaffold,residual,27,ABL1,CSF1R,-0.00817845455420184,0.576719576719577
scaffold,residual,27,ABL1,EGFR,-0.115880270229897,0.380952380952381
scaffold,residual,27,ABL1,FGFR1,0.33821131955752,0.968253968253968
scaffold,residual,27,ABL1,IGF1R,-0.236039555415347,0.153439153439153
scaffold,residual,27,ABL1,JAK2,-0.236548354405053,0.148148148148148
scaffold,residual,27,ABL1,KDR,0.372448822044839,0.984126984126984
scaffold,residual,27,ABL1,KIT,0.191731268379174,0.899470899470899
scaffold,residual,27,ABL1,LCK,-0.106571497310355,0.423280423280423
scaffold,residual,27,ABL1,MAP2K1,-0.265211296207447,0.100529100529101
scaffold,residual,27,ABL1,MAPK1,-0.183762777857058,0.232804232804233
scaffold,residual,27,ABL1,MAPK14,-0.00075647840864369,0.603174603174603
scaffold,residual,27,ABL1,MAPKAPK2,-0.157212640526568,0.259259259259259
scaffold,residual,27,ABL1,MET,0.146840643638916,0.883597883597884
scaffold,residual,27,ABL1,PLK1,-0.264509595265901,0.105820105820106
scaffold,residual,27,ABL1,ROCK1,-0.402439631432838,0.0158730158730159
scaffold,residual,27,ABL1,SRC,-0.225361047992671,0.164021164021164
scaffold,residual,27,AKT1,AKT2,0.114214216962287,0.825396825396825
scaffold,residual,27,AKT1,CDK2,0.00524995638508624,0.619047619047619
scaffold,residual,27,AKT1,CSF1R,-0.203732133892159,0.201058201058201
scaffold,residual,27,AKT1,EGFR,-0.0463997657755235,0.497354497354497
scaffold,residual,27,AKT1,FGFR1,-0.20093449547231,0.211640211640212
scaffold,residual,27,AKT1,IGF1R,-0.117921316337565,0.375661375661376
scaffold,residual,27,AKT1,JAK2,-0.0559893219863591,0.481481481481481
scaffold,residual,27,AKT1,KDR,-0.278082493609411,0.0793650793650794
