path,kind,level,role,license,bytes,sha256
results/public_scaffold_holdout_recovery/heldout_maximum_morgan_tanimoto.csv,input,derived_public,exact held-out-to-calibration maximum Morgan similarity records,derived from redistributed public inputs,6182202,ba316d3f9d68e6cc897596e2dd159acd6a4af6b5a01a9c45a79a630d377db04c
results/public_scaffold_holdout_recovery/heldout_maximum_morgan_tanimoto_summary.csv,input,derived_public,fold-level exact maximum Morgan similarity summaries,derived from redistributed public inputs,7127,60ad7e80e4360eaeeb17f2ad5c4dd3f021e9ee4b84d8750f1b06dd9d1f7f02b8
results/public_scaffold_holdout_recovery/matched_random_row_holdout_summary.csv,input,derived_public,matched random-row-holdout recovery summary,derived from redistributed public inputs,876,79f433bc094e3a0af089a01b2f9e145af3e2af49d182f5966856836a3f91ed1c
results/public_scaffold_holdout_recovery/output_checksums.json,input,derived_public,checksum manifest for chemical-group-held-out recovery,derived from redistributed public inputs,1169,704f4f2f32a97a14fd3cb257873145855e8ecadb5e52bfc20c56900c2c1872fb
results/public_scaffold_holdout_recovery/scaffold_holdout_by_fold_summary.csv,input,derived_public,fold-stratified chemical-group recovery summaries,derived from redistributed public inputs,4945,3582ba80d3d3714687fefc8e1139231df5f382c540c2e50e3e16870c91e3daa7
results/public_scaffold_holdout_recovery/scaffold_holdout_metrics.csv,input,derived_public,chemical-group-held-out recovery replicates,derived from redistributed public inputs,113101,55b7d50a9d4d357dab24a0e0d6f1d95c389d9758ba7bd6ab9820de0a7bbdbaea
results/public_scaffold_holdout_recovery/scaffold_holdout_summary.csv,input,derived_public,chemical-group-held-out recovery summary,derived from redistributed public inputs,853,adcf06a48dd0899c31a385d92ac37709a3028b86dee65fc224d76601257643c0
results/public_scaffold_holdout_recovery/summary.json,input,derived_public,strict-public chemical-group-held-out recovery contract,derived from redistributed public inputs,53638,fabb47f1de509fc4adae3773d84db0c527154e395b74fdde4b04ad9069d70c99
results/residual_mechanism/cross_panel_target_mapping.csv,input,curated_public,audited cross-panel target-identity mapping,CC BY 4.0,1819,ccaa1e43369246a333462712ad869d3d52111e3f1bb6a7c18f340ed4903e69d3
results/revision_map_decision_sensitivities/metadata.json,input,derived_public,support-dependence and pilot-recovery analysis contract,derived from redistributed public inputs,7112,fa589281c8ceee35a6acf894a3652f117eeba3ed7f16f3afc890503988ed725c
results/revision_map_decision_sensitivities/mw_decile_continuous_trends.csv,input,derived_public,molecular-weight continuum summary,derived from redistributed public inputs,1127,2307b74774f47b4c37fbe873a88070bf4a847c57c57bf1ec48cb3cc32c157885
results/revision_map_decision_sensitivities/mw_threshold_sweep_summary.csv,input,derived_public,molecular-weight threshold sweep summary,derived from redistributed public inputs,1209,f57a613cc2bb6ffde55dc514132379eb0a9ad554fe4df001481daac8ce5d7d1c
results/revision_map_decision_sensitivities/output_checksums.json,input,derived_public,checksum manifest for support-dependence and pilot-recovery outputs,derived from redistributed public inputs,1361,2b4f1c258255eabff96797f1c0b5cd249aad192823b8ff514034931d590c6fae
results/revision_map_decision_sensitivities/recovery_decision_summary.csv,input,derived_public,pilot panel-compression decision summary,derived from redistributed public inputs,18014,5a653378fce8ffdf47071031e53e18a33ce77bf5f120b1e4d10748842c4bb7b9
results/revision_map_decision_sensitivities/recovery_edge_summary.csv,input,derived_public,pilot edge-recovery summary,derived from redistributed public inputs,12143,783301c16759a4db399c59847757d5ca1b31286459d07e8938ecdec79461ae07
results/public_core_evidence.json,output,evidence,strict public-core evidence ledger,inherits the licenses of the cited source fields,249598,c41aff9fa9deeaac8a77d43e95b4029ca1e9ad3565f465c35e73e15741426caf
