selection_source,calibration_ligands,repetition,target_index,target
calibration_sample,200,95,11,LCK
calibration_sample,200,95,15,MAPKAPK2
calibration_sample,200,96,3,CDK2
calibration_sample,200,96,4,CSF1R
calibration_sample,200,96,5,EGFR
calibration_sample,200,96,7,IGF1R
calibration_sample,200,96,9,KDR
calibration_sample,200,96,14,MAPK14
calibration_sample,200,96,19,ROCK1
calibration_sample,200,96,20,SRC
calibration_sample,200,97,1,AKT1
calibration_sample,200,97,4,CSF1R
calibration_sample,200,97,5,EGFR
calibration_sample,200,97,7,IGF1R
calibration_sample,200,97,9,KDR
calibration_sample,200,97,11,LCK
calibration_sample,200,97,15,MAPKAPK2
calibration_sample,200,97,18,PTK2
calibration_sample,200,98,1,AKT1
calibration_sample,200,98,2,AKT2
calibration_sample,200,98,4,CSF1R
calibration_sample,200,98,5,EGFR
calibration_sample,200,98,8,JAK2
calibration_sample,200,98,9,KDR
calibration_sample,200,98,14,MAPK14
calibration_sample,200,98,20,SRC
calibration_sample,200,99,1,AKT1
calibration_sample,200,99,2,AKT2
calibration_sample,200,99,3,CDK2
calibration_sample,200,99,4,CSF1R
calibration_sample,200,99,5,EGFR
calibration_sample,200,99,7,IGF1R
calibration_sample,200,99,9,KDR
calibration_sample,200,99,11,LCK
calibration_sample,500,0,1,AKT1
calibration_sample,500,0,2,AKT2
calibration_sample,500,0,3,CDK2
calibration_sample,500,0,5,EGFR
calibration_sample,500,0,8,JAK2
calibration_sample,500,0,9,KDR
calibration_sample,500,0,11,LCK
calibration_sample,500,0,14,MAPK14
calibration_sample,500,1,1,AKT1
calibration_sample,500,1,2,AKT2
calibration_sample,500,1,4,CSF1R
calibration_sample,500,1,5,EGFR
calibration_sample,500,1,6,FGFR1
calibration_sample,500,1,13,MAPK1
calibration_sample,500,1,15,MAPKAPK2
calibration_sample,500,1,20,SRC
calibration_sample,500,2,1,AKT1
calibration_sample,500,2,2,AKT2
calibration_sample,500,2,3,CDK2
calibration_sample,500,2,4,CSF1R
calibration_sample,500,2,5,EGFR
calibration_sample,500,2,7,IGF1R
calibration_sample,500,2,9,KDR
calibration_sample,500,2,20,SRC
calibration_sample,500,3,1,AKT1
calibration_sample,500,3,2,AKT2
calibration_sample,500,3,3,CDK2
calibration_sample,500,3,4,CSF1R
calibration_sample,500,3,5,EGFR
calibration_sample,500,3,9,KDR
calibration_sample,500,3,15,MAPKAPK2
calibration_sample,500,3,20,SRC
calibration_sample,500,4,1,AKT1
calibration_sample,500,4,3,CDK2
calibration_sample,500,4,4,CSF1R
calibration_sample,500,4,5,EGFR
calibration_sample,500,4,9,KDR
calibration_sample,500,4,13,MAPK1
calibration_sample,500,4,18,PTK2
calibration_sample,500,4,20,SRC
calibration_sample,500,5,1,AKT1
calibration_sample,500,5,2,AKT2
calibration_sample,500,5,4,CSF1R
calibration_sample,500,5,5,EGFR
calibration_sample,500,5,8,JAK2
calibration_sample,500,5,9,KDR
calibration_sample,500,5,11,LCK
calibration_sample,500,5,15,MAPKAPK2
calibration_sample,500,6,1,AKT1
calibration_sample,500,6,3,CDK2
calibration_sample,500,6,4,CSF1R
calibration_sample,500,6,5,EGFR
calibration_sample,500,6,7,IGF1R
calibration_sample,500,6,9,KDR
calibration_sample,500,6,15,MAPKAPK2
calibration_sample,500,6,20,SRC
calibration_sample,500,7,1,AKT1
calibration_sample,500,7,2,AKT2
calibration_sample,500,7,3,CDK2
calibration_sample,500,7,4,CSF1R
calibration_sample,500,7,5,EGFR
calibration_sample,500,7,7,IGF1R
calibration_sample,500,7,9,KDR
calibration_sample,500,7,11,LCK
calibration_sample,500,8,1,AKT1
calibration_sample,500,8,4,CSF1R
calibration_sample,500,8,5,EGFR
calibration_sample,500,8,8,JAK2
calibration_sample,500,8,9,KDR
calibration_sample,500,8,11,LCK
calibration_sample,500,8,14,MAPK14
calibration_sample,500,8,18,PTK2
calibration_sample,500,9,1,AKT1
calibration_sample,500,9,4,CSF1R
calibration_sample,500,9,5,EGFR
calibration_sample,500,9,7,IGF1R
calibration_sample,500,9,8,JAK2
calibration_sample,500,9,9,KDR
calibration_sample,500,9,18,PTK2
calibration_sample,500,9,20,SRC
calibration_sample,500,10,1,AKT1
calibration_sample,500,10,4,CSF1R
calibration_sample,500,10,5,EGFR
calibration_sample,500,10,7,IGF1R
calibration_sample,500,10,8,JAK2
calibration_sample,500,10,9,KDR
calibration_sample,500,10,11,LCK
calibration_sample,500,10,15,MAPKAPK2
calibration_sample,500,11,1,AKT1
calibration_sample,500,11,3,CDK2
calibration_sample,500,11,5,EGFR
calibration_sample,500,11,7,IGF1R
calibration_sample,500,11,8,JAK2
calibration_sample,500,11,9,KDR
calibration_sample,500,11,14,MAPK14
calibration_sample,500,11,20,SRC
calibration_sample,500,12,1,AKT1
calibration_sample,500,12,3,CDK2
calibration_sample,500,12,4,CSF1R
calibration_sample,500,12,5,EGFR
calibration_sample,500,12,7,IGF1R
calibration_sample,500,12,9,KDR
calibration_sample,500,12,17,PLK1
calibration_sample,500,12,20,SRC
calibration_sample,500,13,2,AKT2
calibration_sample,500,13,3,CDK2
calibration_sample,500,13,4,CSF1R
calibration_sample,500,13,5,EGFR
calibration_sample,500,13,8,JAK2
calibration_sample,500,13,9,KDR
calibration_sample,500,13,12,MAP2K1
calibration_sample,500,13,20,SRC
calibration_sample,500,14,1,AKT1
calibration_sample,500,14,5,EGFR
calibration_sample,500,14,8,JAK2
calibration_sample,500,14,9,KDR
calibration_sample,500,14,14,MAPK14
calibration_sample,500,14,15,MAPKAPK2
calibration_sample,500,14,18,PTK2
calibration_sample,500,14,20,SRC
calibration_sample,500,15,1,AKT1
calibration_sample,500,15,3,CDK2
calibration_sample,500,15,5,EGFR
calibration_sample,500,15,8,JAK2
calibration_sample,500,15,9,KDR
calibration_sample,500,15,14,MAPK14
calibration_sample,500,15,15,MAPKAPK2
calibration_sample,500,15,20,SRC
calibration_sample,500,16,1,AKT1
calibration_sample,500,16,2,AKT2
calibration_sample,500,16,4,CSF1R
calibration_sample,500,16,5,EGFR
calibration_sample,500,16,6,FGFR1
calibration_sample,500,16,15,MAPKAPK2
calibration_sample,500,16,18,PTK2
calibration_sample,500,16,20,SRC
calibration_sample,500,17,1,AKT1
calibration_sample,500,17,4,CSF1R
calibration_sample,500,17,5,EGFR
calibration_sample,500,17,8,JAK2
calibration_sample,500,17,9,KDR
calibration_sample,500,17,10,KIT
calibration_sample,500,17,11,LCK
calibration_sample,500,17,13,MAPK1
calibration_sample,500,18,1,AKT1
calibration_sample,500,18,2,AKT2
calibration_sample,500,18,4,CSF1R
calibration_sample,500,18,5,EGFR
calibration_sample,500,18,8,JAK2
calibration_sample,500,18,9,KDR
calibration_sample,500,18,13,MAPK1
calibration_sample,500,18,20,SRC
calibration_sample,500,19,1,AKT1
calibration_sample,500,19,3,CDK2
calibration_sample,500,19,4,CSF1R
calibration_sample,500,19,5,EGFR
calibration_sample,500,19,9,KDR
calibration_sample,500,19,13,MAPK1
calibration_sample,500,19,14,MAPK14
calibration_sample,500,19,20,SRC
calibration_sample,500,20,1,AKT1
calibration_sample,500,20,3,CDK2
calibration_sample,500,20,4,CSF1R
calibration_sample,500,20,5,EGFR
calibration_sample,500,20,8,JAK2
calibration_sample,500,20,9,KDR
calibration_sample,500,20,11,LCK
calibration_sample,500,20,15,MAPKAPK2
calibration_sample,500,21,1,AKT1
calibration_sample,500,21,4,CSF1R
calibration_sample,500,21,5,EGFR
calibration_sample,500,21,8,JAK2
calibration_sample,500,21,9,KDR
calibration_sample,500,21,11,LCK
calibration_sample,500,21,13,MAPK1
calibration_sample,500,21,18,PTK2
calibration_sample,500,22,1,AKT1
calibration_sample,500,22,4,CSF1R
calibration_sample,500,22,5,EGFR
calibration_sample,500,22,8,JAK2
calibration_sample,500,22,9,KDR
calibration_sample,500,22,15,MAPKAPK2
calibration_sample,500,22,18,PTK2
calibration_sample,500,22,20,SRC
calibration_sample,500,23,1,AKT1
calibration_sample,500,23,4,CSF1R
calibration_sample,500,23,5,EGFR
calibration_sample,500,23,8,JAK2
calibration_sample,500,23,9,KDR
calibration_sample,500,23,13,MAPK1
calibration_sample,500,23,15,MAPKAPK2
calibration_sample,500,23,20,SRC
calibration_sample,500,24,1,AKT1
calibration_sample,500,24,3,CDK2
calibration_sample,500,24,4,CSF1R
calibration_sample,500,24,5,EGFR
calibration_sample,500,24,7,IGF1R
calibration_sample,500,24,9,KDR
calibration_sample,500,24,11,LCK
calibration_sample,500,24,17,PLK1
calibration_sample,500,25,1,AKT1
calibration_sample,500,25,4,CSF1R
calibration_sample,500,25,5,EGFR
calibration_sample,500,25,7,IGF1R
calibration_sample,500,25,9,KDR
calibration_sample,500,25,15,MAPKAPK2
calibration_sample,500,25,18,PTK2
calibration_sample,500,25,20,SRC
calibration_sample,500,26,1,AKT1
calibration_sample,500,26,2,AKT2
calibration_sample,500,26,3,CDK2
calibration_sample,500,26,4,CSF1R
calibration_sample,500,26,5,EGFR
calibration_sample,500,26,7,IGF1R
calibration_sample,500,26,9,KDR
calibration_sample,500,26,20,SRC
calibration_sample,500,27,1,AKT1
calibration_sample,500,27,3,CDK2
calibration_sample,500,27,5,EGFR
calibration_sample,500,27,8,JAK2
calibration_sample,500,27,9,KDR
calibration_sample,500,27,11,LCK
calibration_sample,500,27,17,PLK1
calibration_sample,500,27,18,PTK2
calibration_sample,500,28,1,AKT1
calibration_sample,500,28,3,CDK2
calibration_sample,500,28,4,CSF1R
calibration_sample,500,28,5,EGFR
calibration_sample,500,28,7,IGF1R
calibration_sample,500,28,9,KDR
calibration_sample,500,28,15,MAPKAPK2
calibration_sample,500,28,20,SRC
calibration_sample,500,29,1,AKT1
calibration_sample,500,29,2,AKT2
calibration_sample,500,29,3,CDK2
calibration_sample,500,29,4,CSF1R
calibration_sample,500,29,5,EGFR
calibration_sample,500,29,7,IGF1R
calibration_sample,500,29,9,KDR
calibration_sample,500,29,20,SRC
calibration_sample,500,30,1,AKT1
calibration_sample,500,30,3,CDK2
calibration_sample,500,30,4,CSF1R
calibration_sample,500,30,5,EGFR
calibration_sample,500,30,7,IGF1R
calibration_sample,500,30,9,KDR
calibration_sample,500,30,13,MAPK1
calibration_sample,500,30,20,SRC
calibration_sample,500,31,1,AKT1
calibration_sample,500,31,2,AKT2
calibration_sample,500,31,3,CDK2
calibration_sample,500,31,5,EGFR
calibration_sample,500,31,8,JAK2
calibration_sample,500,31,9,KDR
calibration_sample,500,31,11,LCK
calibration_sample,500,31,18,PTK2
calibration_sample,500,32,1,AKT1
calibration_sample,500,32,4,CSF1R
calibration_sample,500,32,5,EGFR
calibration_sample,500,32,8,JAK2
calibration_sample,500,32,9,KDR
calibration_sample,500,32,11,LCK
calibration_sample,500,32,15,MAPKAPK2
calibration_sample,500,32,18,PTK2
calibration_sample,500,33,1,AKT1
calibration_sample,500,33,4,CSF1R
calibration_sample,500,33,5,EGFR
calibration_sample,500,33,8,JAK2
calibration_sample,500,33,9,KDR
calibration_sample,500,33,15,MAPKAPK2
calibration_sample,500,33,18,PTK2
calibration_sample,500,33,20,SRC
calibration_sample,500,34,1,AKT1
calibration_sample,500,34,2,AKT2
calibration_sample,500,34,3,CDK2
calibration_sample,500,34,4,CSF1R
calibration_sample,500,34,5,EGFR
calibration_sample,500,34,7,IGF1R
calibration_sample,500,34,9,KDR
calibration_sample,500,34,11,LCK
calibration_sample,500,35,1,AKT1
calibration_sample,500,35,4,CSF1R
calibration_sample,500,35,5,EGFR
calibration_sample,500,35,8,JAK2
calibration_sample,500,35,9,KDR
calibration_sample,500,35,11,LCK
calibration_sample,500,35,15,MAPKAPK2
calibration_sample,500,35,18,PTK2
calibration_sample,500,36,1,AKT1
calibration_sample,500,36,3,CDK2
calibration_sample,500,36,4,CSF1R
calibration_sample,500,36,5,EGFR
calibration_sample,500,36,7,IGF1R
calibration_sample,500,36,8,JAK2
calibration_sample,500,36,9,KDR
calibration_sample,500,36,11,LCK
calibration_sample,500,37,1,AKT1
calibration_sample,500,37,4,CSF1R
calibration_sample,500,37,5,EGFR
calibration_sample,500,37,8,JAK2
calibration_sample,500,37,9,KDR
calibration_sample,500,37,11,LCK
calibration_sample,500,37,15,MAPKAPK2
calibration_sample,500,37,18,PTK2
calibration_sample,500,38,1,AKT1
calibration_sample,500,38,2,AKT2
calibration_sample,500,38,4,CSF1R
calibration_sample,500,38,5,EGFR
calibration_sample,500,38,9,KDR
calibration_sample,500,38,13,MAPK1
calibration_sample,500,38,15,MAPKAPK2
calibration_sample,500,38,20,SRC
calibration_sample,500,39,1,AKT1
calibration_sample,500,39,3,CDK2
calibration_sample,500,39,4,CSF1R
calibration_sample,500,39,5,EGFR
calibration_sample,500,39,7,IGF1R
calibration_sample,500,39,9,KDR
calibration_sample,500,39,11,LCK
calibration_sample,500,39,13,MAPK1
calibration_sample,500,40,1,AKT1
calibration_sample,500,40,4,CSF1R
calibration_sample,500,40,5,EGFR
calibration_sample,500,40,8,JAK2
calibration_sample,500,40,9,KDR
calibration_sample,500,40,11,LCK
calibration_sample,500,40,15,MAPKAPK2
calibration_sample,500,40,18,PTK2
calibration_sample,500,41,1,AKT1
calibration_sample,500,41,4,CSF1R
calibration_sample,500,41,5,EGFR
calibration_sample,500,41,8,JAK2
calibration_sample,500,41,9,KDR
calibration_sample,500,41,11,LCK
calibration_sample,500,41,15,MAPKAPK2
calibration_sample,500,41,18,PTK2
calibration_sample,500,42,1,AKT1
calibration_sample,500,42,3,CDK2
calibration_sample,500,42,4,CSF1R
calibration_sample,500,42,5,EGFR
calibration_sample,500,42,7,IGF1R
calibration_sample,500,42,9,KDR
calibration_sample,500,42,11,LCK
calibration_sample,500,42,17,PLK1
calibration_sample,500,43,1,AKT1
calibration_sample,500,43,4,CSF1R
calibration_sample,500,43,5,EGFR
calibration_sample,500,43,6,FGFR1
calibration_sample,500,43,7,IGF1R
calibration_sample,500,43,15,MAPKAPK2
calibration_sample,500,43,18,PTK2
calibration_sample,500,43,20,SRC
calibration_sample,500,44,1,AKT1
calibration_sample,500,44,2,AKT2
calibration_sample,500,44,4,CSF1R
calibration_sample,500,44,5,EGFR
calibration_sample,500,44,7,IGF1R
calibration_sample,500,44,9,KDR
calibration_sample,500,44,15,MAPKAPK2
calibration_sample,500,44,20,SRC
calibration_sample,500,45,1,AKT1
calibration_sample,500,45,3,CDK2
calibration_sample,500,45,4,CSF1R
calibration_sample,500,45,5,EGFR
calibration_sample,500,45,9,KDR
calibration_sample,500,45,13,MAPK1
calibration_sample,500,45,18,PTK2
calibration_sample,500,45,20,SRC
calibration_sample,500,46,1,AKT1
calibration_sample,500,46,3,CDK2
calibration_sample,500,46,5,EGFR
calibration_sample,500,46,9,KDR
calibration_sample,500,46,10,KIT
calibration_sample,500,46,11,LCK
calibration_sample,500,46,14,MAPK14
calibration_sample,500,46,18,PTK2
calibration_sample,500,47,1,AKT1
calibration_sample,500,47,4,CSF1R
calibration_sample,500,47,5,EGFR
calibration_sample,500,47,8,JAK2
calibration_sample,500,47,9,KDR
calibration_sample,500,47,11,LCK
calibration_sample,500,47,15,MAPKAPK2
calibration_sample,500,47,18,PTK2
calibration_sample,500,48,1,AKT1
calibration_sample,500,48,3,CDK2
calibration_sample,500,48,4,CSF1R
calibration_sample,500,48,5,EGFR
calibration_sample,500,48,8,JAK2
calibration_sample,500,48,9,KDR
calibration_sample,500,48,11,LCK
calibration_sample,500,48,18,PTK2
calibration_sample,500,49,1,AKT1
calibration_sample,500,49,4,CSF1R
calibration_sample,500,49,5,EGFR
calibration_sample,500,49,8,JAK2
calibration_sample,500,49,9,KDR
calibration_sample,500,49,11,LCK
calibration_sample,500,49,13,MAPK1
calibration_sample,500,49,15,MAPKAPK2
calibration_sample,500,50,1,AKT1
calibration_sample,500,50,4,CSF1R
calibration_sample,500,50,5,EGFR
calibration_sample,500,50,7,IGF1R
calibration_sample,500,50,8,JAK2
calibration_sample,500,50,9,KDR
calibration_sample,500,50,11,LCK
calibration_sample,500,50,18,PTK2
calibration_sample,500,51,1,AKT1
calibration_sample,500,51,3,CDK2
calibration_sample,500,51,4,CSF1R
calibration_sample,500,51,5,EGFR
calibration_sample,500,51,8,JAK2
calibration_sample,500,51,9,KDR
calibration_sample,500,51,11,LCK
calibration_sample,500,51,15,MAPKAPK2
calibration_sample,500,52,1,AKT1
calibration_sample,500,52,2,AKT2
calibration_sample,500,52,4,CSF1R
calibration_sample,500,52,5,EGFR
calibration_sample,500,52,6,FGFR1
calibration_sample,500,52,8,JAK2
calibration_sample,500,52,11,LCK
calibration_sample,500,52,15,MAPKAPK2
calibration_sample,500,53,1,AKT1
calibration_sample,500,53,3,CDK2
calibration_sample,500,53,4,CSF1R
calibration_sample,500,53,5,EGFR
calibration_sample,500,53,7,IGF1R
calibration_sample,500,53,9,KDR
calibration_sample,500,53,14,MAPK14
calibration_sample,500,53,20,SRC
calibration_sample,500,54,1,AKT1
calibration_sample,500,54,2,AKT2
calibration_sample,500,54,5,EGFR
calibration_sample,500,54,7,IGF1R
calibration_sample,500,54,8,JAK2
calibration_sample,500,54,9,KDR
calibration_sample,500,54,11,LCK
calibration_sample,500,54,15,MAPKAPK2
calibration_sample,500,55,4,CSF1R
calibration_sample,500,55,5,EGFR
calibration_sample,500,55,7,IGF1R
calibration_sample,500,55,8,JAK2
calibration_sample,500,55,9,KDR
calibration_sample,500,55,13,MAPK1
calibration_sample,500,55,15,MAPKAPK2
calibration_sample,500,55,19,ROCK1
calibration_sample,500,56,1,AKT1
calibration_sample,500,56,3,CDK2
calibration_sample,500,56,4,CSF1R
calibration_sample,500,56,5,EGFR
calibration_sample,500,56,7,IGF1R
calibration_sample,500,56,9,KDR
calibration_sample,500,56,11,LCK
calibration_sample,500,56,15,MAPKAPK2
calibration_sample,500,57,1,AKT1
calibration_sample,500,57,4,CSF1R
calibration_sample,500,57,5,EGFR
calibration_sample,500,57,8,JAK2
calibration_sample,500,57,9,KDR
calibration_sample,500,57,11,LCK
calibration_sample,500,57,17,PLK1
calibration_sample,500,57,18,PTK2
calibration_sample,500,58,1,AKT1
calibration_sample,500,58,2,AKT2
calibration_sample,500,58,4,CSF1R
calibration_sample,500,58,5,EGFR
calibration_sample,500,58,8,JAK2
calibration_sample,500,58,9,KDR
calibration_sample,500,58,15,MAPKAPK2
calibration_sample,500,58,20,SRC
calibration_sample,500,59,1,AKT1
calibration_sample,500,59,4,CSF1R
calibration_sample,500,59,5,EGFR
calibration_sample,500,59,8,JAK2
calibration_sample,500,59,9,KDR
calibration_sample,500,59,11,LCK
calibration_sample,500,59,15,MAPKAPK2
calibration_sample,500,59,18,PTK2
calibration_sample,500,60,1,AKT1
calibration_sample,500,60,2,AKT2
calibration_sample,500,60,3,CDK2
calibration_sample,500,60,4,CSF1R
calibration_sample,500,60,5,EGFR
calibration_sample,500,60,7,IGF1R
calibration_sample,500,60,9,KDR
calibration_sample,500,60,20,SRC
calibration_sample,500,61,1,AKT1
calibration_sample,500,61,4,CSF1R
calibration_sample,500,61,5,EGFR
calibration_sample,500,61,8,JAK2
calibration_sample,500,61,9,KDR
calibration_sample,500,61,11,LCK
calibration_sample,500,61,14,MAPK14
calibration_sample,500,61,15,MAPKAPK2
calibration_sample,500,62,1,AKT1
calibration_sample,500,62,3,CDK2
calibration_sample,500,62,4,CSF1R
calibration_sample,500,62,5,EGFR
calibration_sample,500,62,9,KDR
calibration_sample,500,62,10,KIT
calibration_sample,500,62,13,MAPK1
calibration_sample,500,62,20,SRC
calibration_sample,500,63,1,AKT1
calibration_sample,500,63,3,CDK2
calibration_sample,500,63,4,CSF1R
calibration_sample,500,63,5,EGFR
calibration_sample,500,63,7,IGF1R
calibration_sample,500,63,8,JAK2
calibration_sample,500,63,9,KDR
calibration_sample,500,63,11,LCK
calibration_sample,500,64,1,AKT1
calibration_sample,500,64,4,CSF1R
calibration_sample,500,64,5,EGFR
calibration_sample,500,64,8,JAK2
calibration_sample,500,64,9,KDR
calibration_sample,500,64,10,KIT
calibration_sample,500,64,15,MAPKAPK2
calibration_sample,500,64,20,SRC
calibration_sample,500,65,1,AKT1
calibration_sample,500,65,4,CSF1R
calibration_sample,500,65,5,EGFR
calibration_sample,500,65,8,JAK2
calibration_sample,500,65,9,KDR
calibration_sample,500,65,11,LCK
calibration_sample,500,65,15,MAPKAPK2
calibration_sample,500,65,17,PLK1
calibration_sample,500,66,1,AKT1
calibration_sample,500,66,3,CDK2
calibration_sample,500,66,5,EGFR
calibration_sample,500,66,7,IGF1R
calibration_sample,500,66,9,KDR
calibration_sample,500,66,11,LCK
calibration_sample,500,66,15,MAPKAPK2
calibration_sample,500,66,17,PLK1
calibration_sample,500,67,1,AKT1
calibration_sample,500,67,4,CSF1R
calibration_sample,500,67,5,EGFR
calibration_sample,500,67,8,JAK2
calibration_sample,500,67,9,KDR
calibration_sample,500,67,11,LCK
calibration_sample,500,67,13,MAPK1
calibration_sample,500,67,15,MAPKAPK2
calibration_sample,500,68,1,AKT1
calibration_sample,500,68,5,EGFR
calibration_sample,500,68,9,KDR
calibration_sample,500,68,13,MAPK1
calibration_sample,500,68,15,MAPKAPK2
calibration_sample,500,68,17,PLK1
calibration_sample,500,68,18,PTK2
calibration_sample,500,68,20,SRC
calibration_sample,500,69,1,AKT1
calibration_sample,500,69,2,AKT2
calibration_sample,500,69,3,CDK2
calibration_sample,500,69,5,EGFR
calibration_sample,500,69,9,KDR
calibration_sample,500,69,14,MAPK14
calibration_sample,500,69,18,PTK2
calibration_sample,500,69,20,SRC
calibration_sample,500,70,1,AKT1
calibration_sample,500,70,3,CDK2
calibration_sample,500,70,4,CSF1R
calibration_sample,500,70,5,EGFR
calibration_sample,500,70,7,IGF1R
calibration_sample,500,70,9,KDR
calibration_sample,500,70,11,LCK
calibration_sample,500,70,15,MAPKAPK2
calibration_sample,500,71,1,AKT1
calibration_sample,500,71,5,EGFR
calibration_sample,500,71,8,JAK2
calibration_sample,500,71,9,KDR
calibration_sample,500,71,13,MAPK1
calibration_sample,500,71,14,MAPK14
calibration_sample,500,71,18,PTK2
calibration_sample,500,71,20,SRC
calibration_sample,500,72,1,AKT1
calibration_sample,500,72,2,AKT2
calibration_sample,500,72,3,CDK2
calibration_sample,500,72,4,CSF1R
calibration_sample,500,72,5,EGFR
calibration_sample,500,72,6,FGFR1
calibration_sample,500,72,7,IGF1R
calibration_sample,500,72,20,SRC
calibration_sample,500,73,1,AKT1
calibration_sample,500,73,2,AKT2
calibration_sample,500,73,5,EGFR
calibration_sample,500,73,8,JAK2
calibration_sample,500,73,9,KDR
calibration_sample,500,73,11,LCK
calibration_sample,500,73,13,MAPK1
calibration_sample,500,73,15,MAPKAPK2
calibration_sample,500,74,1,AKT1
calibration_sample,500,74,4,CSF1R
calibration_sample,500,74,5,EGFR
calibration_sample,500,74,8,JAK2
calibration_sample,500,74,9,KDR
calibration_sample,500,74,13,MAPK1
calibration_sample,500,74,18,PTK2
calibration_sample,500,74,20,SRC
calibration_sample,500,75,1,AKT1
calibration_sample,500,75,4,CSF1R
calibration_sample,500,75,5,EGFR
calibration_sample,500,75,8,JAK2
calibration_sample,500,75,9,KDR
calibration_sample,500,75,15,MAPKAPK2
calibration_sample,500,75,18,PTK2
calibration_sample,500,75,20,SRC
calibration_sample,500,76,0,ABL1
calibration_sample,500,76,1,AKT1
calibration_sample,500,76,3,CDK2
calibration_sample,500,76,4,CSF1R
calibration_sample,500,76,5,EGFR
calibration_sample,500,76,13,MAPK1
calibration_sample,500,76,18,PTK2
calibration_sample,500,76,20,SRC
calibration_sample,500,77,1,AKT1
calibration_sample,500,77,3,CDK2
calibration_sample,500,77,4,CSF1R
calibration_sample,500,77,5,EGFR
calibration_sample,500,77,8,JAK2
calibration_sample,500,77,9,KDR
calibration_sample,500,77,11,LCK
calibration_sample,500,77,13,MAPK1
calibration_sample,500,78,2,AKT2
calibration_sample,500,78,3,CDK2
calibration_sample,500,78,4,CSF1R
calibration_sample,500,78,8,JAK2
calibration_sample,500,78,9,KDR
calibration_sample,500,78,12,MAP2K1
calibration_sample,500,78,13,MAPK1
calibration_sample,500,78,20,SRC
calibration_sample,500,79,1,AKT1
calibration_sample,500,79,3,CDK2
calibration_sample,500,79,4,CSF1R
calibration_sample,500,79,5,EGFR
calibration_sample,500,79,7,IGF1R
calibration_sample,500,79,8,JAK2
calibration_sample,500,79,9,KDR
calibration_sample,500,79,11,LCK
calibration_sample,500,80,1,AKT1
calibration_sample,500,80,3,CDK2
calibration_sample,500,80,4,CSF1R
calibration_sample,500,80,5,EGFR
calibration_sample,500,80,8,JAK2
calibration_sample,500,80,9,KDR
calibration_sample,500,80,11,LCK
calibration_sample,500,80,13,MAPK1
calibration_sample,500,81,1,AKT1
calibration_sample,500,81,3,CDK2
calibration_sample,500,81,4,CSF1R
calibration_sample,500,81,5,EGFR
calibration_sample,500,81,7,IGF1R
calibration_sample,500,81,9,KDR
calibration_sample,500,81,11,LCK
calibration_sample,500,81,18,PTK2
calibration_sample,500,82,1,AKT1
calibration_sample,500,82,4,CSF1R
calibration_sample,500,82,5,EGFR
calibration_sample,500,82,9,KDR
calibration_sample,500,82,13,MAPK1
calibration_sample,500,82,14,MAPK14
calibration_sample,500,82,15,MAPKAPK2
calibration_sample,500,82,20,SRC
calibration_sample,500,83,1,AKT1
calibration_sample,500,83,2,AKT2
calibration_sample,500,83,3,CDK2
calibration_sample,500,83,4,CSF1R
calibration_sample,500,83,5,EGFR
calibration_sample,500,83,9,KDR
calibration_sample,500,83,13,MAPK1
calibration_sample,500,83,20,SRC
calibration_sample,500,84,1,AKT1
calibration_sample,500,84,3,CDK2
calibration_sample,500,84,4,CSF1R
calibration_sample,500,84,8,JAK2
calibration_sample,500,84,9,KDR
calibration_sample,500,84,11,LCK
calibration_sample,500,84,13,MAPK1
calibration_sample,500,84,18,PTK2
calibration_sample,500,85,1,AKT1
calibration_sample,500,85,2,AKT2
calibration_sample,500,85,5,EGFR
calibration_sample,500,85,7,IGF1R
calibration_sample,500,85,8,JAK2
calibration_sample,500,85,9,KDR
calibration_sample,500,85,11,LCK
calibration_sample,500,85,15,MAPKAPK2
calibration_sample,500,86,1,AKT1
calibration_sample,500,86,3,CDK2
calibration_sample,500,86,4,CSF1R
calibration_sample,500,86,5,EGFR
calibration_sample,500,86,7,IGF1R
calibration_sample,500,86,9,KDR
calibration_sample,500,86,14,MAPK14
calibration_sample,500,86,20,SRC
calibration_sample,500,87,1,AKT1
calibration_sample,500,87,4,CSF1R
calibration_sample,500,87,5,EGFR
calibration_sample,500,87,7,IGF1R
calibration_sample,500,87,8,JAK2
calibration_sample,500,87,9,KDR
calibration_sample,500,87,11,LCK
calibration_sample,500,87,15,MAPKAPK2
calibration_sample,500,88,1,AKT1
calibration_sample,500,88,2,AKT2
calibration_sample,500,88,3,CDK2
calibration_sample,500,88,4,CSF1R
calibration_sample,500,88,5,EGFR
calibration_sample,500,88,9,KDR
calibration_sample,500,88,11,LCK
calibration_sample,500,88,15,MAPKAPK2
calibration_sample,500,89,1,AKT1
calibration_sample,500,89,2,AKT2
calibration_sample,500,89,5,EGFR
calibration_sample,500,89,8,JAK2
calibration_sample,500,89,9,KDR
calibration_sample,500,89,13,MAPK1
calibration_sample,500,89,14,MAPK14
calibration_sample,500,89,20,SRC
calibration_sample,500,90,2,AKT2
calibration_sample,500,90,3,CDK2
calibration_sample,500,90,4,CSF1R
calibration_sample,500,90,5,EGFR
calibration_sample,500,90,7,IGF1R
calibration_sample,500,90,9,KDR
calibration_sample,500,90,11,LCK
calibration_sample,500,90,12,MAP2K1
calibration_sample,500,91,1,AKT1
calibration_sample,500,91,4,CSF1R
calibration_sample,500,91,5,EGFR
calibration_sample,500,91,7,IGF1R
